year,gear,region_name,Fish.Age,count,age_count,age_prop,Population
1985,Fish Wheel,Yukon Carmacks,6,2,1,0.5,Carmacks
1985,Fish Wheel,Yukon Carmacks,7,2,1,0.5,Carmacks
1985,Fish Wheel,Yukon Lower Canadian,5,2,1,0.5,Lower Mainstem
1985,Fish Wheel,Yukon Lower Canadian,6,2,1,0.5,Lower Mainstem
1985,Fish Wheel,Yukon mainstem,6,1,1,1,Middle Mainstem
1985,Fish Wheel,Yukon Pelly,4,7,1,0.142857143,Pelly
1985,Fish Wheel,Yukon Pelly,5,7,3,0.428571429,Pelly
1985,Fish Wheel,Yukon Pelly,5,7,3,0.428571429,Pelly
1985,Fish Wheel,Yukon Pelly,5,7,3,0.428571429,Pelly
1985,Fish Wheel,Yukon Pelly,6,7,3,0.428571429,Pelly
1985,Fish Wheel,Yukon Pelly,6,7,3,0.428571429,Pelly
1985,Fish Wheel,Yukon Pelly,6,7,3,0.428571429,Pelly
1985,Fish Wheel,Yukon Stewart,6,2,2,1,Stewart
1985,Fish Wheel,Yukon Stewart,6,2,2,1,Stewart
1985,Fish Wheel,Yukon Teslin,5,10,4,0.4,Teslin
1985,Fish Wheel,Yukon Teslin,5,10,4,0.4,Teslin
1985,Fish Wheel,Yukon Teslin,5,10,4,0.4,Teslin
1985,Fish Wheel,Yukon Teslin,5,10,4,0.4,Teslin
1985,Fish Wheel,Yukon Teslin,6,10,5,0.5,Teslin
1985,Fish Wheel,Yukon Teslin,6,10,5,0.5,Teslin
1985,Fish Wheel,Yukon Teslin,6,10,5,0.5,Teslin
1985,Fish Wheel,Yukon Teslin,6,10,5,0.5,Teslin
1985,Fish Wheel,Yukon Teslin,6,10,5,0.5,Teslin
1985,Fish Wheel,Yukon Teslin,7,10,1,0.1,Teslin
1985,Fish Wheel,Yukon upper,6,2,2,1,Upper Lakes and Mainstem
1985,Fish Wheel,Yukon upper,6,2,2,1,Upper Lakes and Mainstem
1985,Fish Wheel,Yukon White-Donjek,6,2,1,0.5,White-Donjek
1985,Fish Wheel,Yukon White-Donjek,7,2,1,0.5,White-Donjek
1985,NA,NA,4,NA,NA,0.008715061,Aggregate
1985,NA,NA,5,NA,NA,0.06134633,Aggregate
1985,NA,NA,6,NA,NA,0.6484562,Aggregate
1985,NA,NA,7,NA,NA,0.281482426,Aggregate
1986,Fish Wheel,Yukon Carmacks,5,4,1,0.25,Carmacks
1986,Fish Wheel,Yukon Carmacks,6,4,1,0.25,Carmacks
1986,Fish Wheel,Yukon Carmacks,7,4,2,0.5,Carmacks
1986,Fish Wheel,Yukon Carmacks,7,4,2,0.5,Carmacks
1986,Fish Wheel,Yukon mainstem,5,2,1,0.5,Middle Mainstem
1986,Fish Wheel,Yukon mainstem,6,2,1,0.5,Middle Mainstem
1986,Fish Wheel,Yukon Pelly,5,9,1,0.111111111,Pelly
1986,Fish Wheel,Yukon Pelly,6,9,5,0.555555556,Pelly
1986,Fish Wheel,Yukon Pelly,6,9,5,0.555555556,Pelly
1986,Fish Wheel,Yukon Pelly,6,9,5,0.555555556,Pelly
1986,Fish Wheel,Yukon Pelly,6,9,5,0.555555556,Pelly
1986,Fish Wheel,Yukon Pelly,6,9,5,0.555555556,Pelly
1986,Fish Wheel,Yukon Pelly,7,9,3,0.333333333,Pelly
1986,Fish Wheel,Yukon Pelly,7,9,3,0.333333333,Pelly
1986,Fish Wheel,Yukon Pelly,7,9,3,0.333333333,Pelly
1986,Fish Wheel,Yukon Stewart,5,1,1,1,Stewart
1986,Fish Wheel,Yukon Teslin,5,14,3,0.214285714,Teslin
1986,Fish Wheel,Yukon Teslin,5,14,3,0.214285714,Teslin
1986,Fish Wheel,Yukon Teslin,5,14,3,0.214285714,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,6,14,8,0.571428571,Teslin
1986,Fish Wheel,Yukon Teslin,7,14,3,0.214285714,Teslin
1986,Fish Wheel,Yukon Teslin,7,14,3,0.214285714,Teslin
1986,Fish Wheel,Yukon Teslin,7,14,3,0.214285714,Teslin
1986,Fish Wheel,Yukon upper,5,2,1,0.5,Upper Lakes and Mainstem
1986,Fish Wheel,Yukon upper,6,2,1,0.5,Upper Lakes and Mainstem
1986,Fish Wheel,Yukon White-Donjek,5,3,1,0.333333333,White-Donjek
1986,Fish Wheel,Yukon White-Donjek,6,3,1,0.333333333,White-Donjek
1986,Fish Wheel,Yukon White-Donjek,7,3,1,0.333333333,White-Donjek
1986,NA,NA,4,NA,NA,0.003265611,Aggregate
1986,NA,NA,5,NA,NA,0.08933687,Aggregate
1986,NA,NA,6,NA,NA,0.5919204,Aggregate
1986,NA,NA,7,NA,NA,0.31547709,Aggregate
1987,Fish Wheel,Yukon Carmacks,5,4,1,0.25,Carmacks
1987,Fish Wheel,Yukon Carmacks,6,4,3,0.75,Carmacks
1987,Fish Wheel,Yukon Carmacks,6,4,3,0.75,Carmacks
1987,Fish Wheel,Yukon Carmacks,6,4,3,0.75,Carmacks
1987,Fish Wheel,Yukon Lower Canadian,6,3,3,1,Lower Mainstem
1987,Fish Wheel,Yukon Lower Canadian,6,3,3,1,Lower Mainstem
1987,Fish Wheel,Yukon Lower Canadian,6,3,3,1,Lower Mainstem
1987,Fish Wheel,Yukon mainstem,5,4,1,0.25,Middle Mainstem
1987,Fish Wheel,Yukon mainstem,6,4,2,0.5,Middle Mainstem
1987,Fish Wheel,Yukon mainstem,6,4,2,0.5,Middle Mainstem
1987,Fish Wheel,Yukon mainstem,7,4,1,0.25,Middle Mainstem
1987,Fish Wheel,Yukon Pelly,4,19,2,0.105263158,Pelly
1987,Fish Wheel,Yukon Pelly,4,19,2,0.105263158,Pelly
1987,Fish Wheel,Yukon Pelly,5,19,4,0.210526316,Pelly
1987,Fish Wheel,Yukon Pelly,5,19,4,0.210526316,Pelly
1987,Fish Wheel,Yukon Pelly,5,19,4,0.210526316,Pelly
1987,Fish Wheel,Yukon Pelly,5,19,4,0.210526316,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,6,19,12,0.631578947,Pelly
1987,Fish Wheel,Yukon Pelly,7,19,1,0.052631579,Pelly
1987,Fish Wheel,Yukon Stewart,4,10,1,0.1,Stewart
1987,Fish Wheel,Yukon Stewart,5,10,1,0.1,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,6,10,7,0.7,Stewart
1987,Fish Wheel,Yukon Stewart,7,10,1,0.1,Stewart
1987,Fish Wheel,Yukon Teslin,5,14,4,0.285714286,Teslin
1987,Fish Wheel,Yukon Teslin,5,14,4,0.285714286,Teslin
1987,Fish Wheel,Yukon Teslin,5,14,4,0.285714286,Teslin
1987,Fish Wheel,Yukon Teslin,5,14,4,0.285714286,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,6,14,9,0.642857143,Teslin
1987,Fish Wheel,Yukon Teslin,7,14,1,0.071428571,Teslin
1987,Fish Wheel,Yukon upper,7,1,1,1,Upper Lakes and Mainstem
1987,Fish Wheel,Yukon White-Donjek,5,7,1,0.142857143,White-Donjek
1987,Fish Wheel,Yukon White-Donjek,6,7,4,0.571428571,White-Donjek
1987,Fish Wheel,Yukon White-Donjek,6,7,4,0.571428571,White-Donjek
1987,Fish Wheel,Yukon White-Donjek,6,7,4,0.571428571,White-Donjek
1987,Fish Wheel,Yukon White-Donjek,6,7,4,0.571428571,White-Donjek
1987,Fish Wheel,Yukon White-Donjek,7,7,2,0.285714286,White-Donjek
1987,Fish Wheel,Yukon White-Donjek,7,7,2,0.285714286,White-Donjek
1987,NA,NA,4,NA,NA,0.002529909,Aggregate
1987,NA,NA,5,NA,NA,0.05081422,Aggregate
1987,NA,NA,6,NA,NA,0.7667408,Aggregate
1987,NA,NA,7,NA,NA,0.179915109,Aggregate
1988,NA,NA,4,NA,NA,0.014179778,Aggregate
1988,NA,NA,5,NA,NA,0.1492431,Aggregate
1988,NA,NA,6,NA,NA,0.2698461,Aggregate
1988,NA,NA,7,NA,NA,0.566731056,Aggregate
1989,NA,NA,4,NA,NA,0.029705489,Aggregate
1989,NA,NA,5,NA,NA,0.18971692,Aggregate
1989,NA,NA,6,NA,NA,0.574205,Aggregate
1989,NA,NA,7,NA,NA,0.206372604,Aggregate
1990,NA,NA,4,NA,NA,0.045823301,Aggregate
1990,NA,NA,5,NA,NA,0.21078429,Aggregate
1990,NA,NA,6,NA,NA,0.6465471,Aggregate
1990,NA,NA,7,NA,NA,0.0968453,Aggregate
1991,Fish Wheel,Yukon Carmacks,4,18,1,0.055555556,Carmacks
1991,Fish Wheel,Yukon Carmacks,5,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,5,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,5,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,5,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,6,18,9,0.5,Carmacks
1991,Fish Wheel,Yukon Carmacks,7,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,7,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,7,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Carmacks,7,18,4,0.222222222,Carmacks
1991,Fish Wheel,Yukon Lower Canadian,4,11,1,0.090909091,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,5,11,7,0.636363636,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,6,11,3,0.272727273,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,6,11,3,0.272727273,Lower Mainstem
1991,Fish Wheel,Yukon Lower Canadian,6,11,3,0.272727273,Lower Mainstem
1991,Fish Wheel,Yukon mainstem,5,7,3,0.428571429,Middle Mainstem
1991,Fish Wheel,Yukon mainstem,5,7,3,0.428571429,Middle Mainstem
1991,Fish Wheel,Yukon mainstem,5,7,3,0.428571429,Middle Mainstem
1991,Fish Wheel,Yukon mainstem,6,7,3,0.428571429,Middle Mainstem
1991,Fish Wheel,Yukon mainstem,6,7,3,0.428571429,Middle Mainstem
1991,Fish Wheel,Yukon mainstem,6,7,3,0.428571429,Middle Mainstem
1991,Fish Wheel,Yukon mainstem,7,7,1,0.142857143,Middle Mainstem
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,5,24,13,0.541666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,6,24,10,0.416666667,Pelly
1991,Fish Wheel,Yukon Pelly,7,24,1,0.041666667,Pelly
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,5,11,9,0.818181818,Stewart
1991,Fish Wheel,Yukon Stewart,6,11,2,0.181818182,Stewart
1991,Fish Wheel,Yukon Stewart,6,11,2,0.181818182,Stewart
1991,Fish Wheel,Yukon Teslin,4,33,1,0.03030303,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,5,33,17,0.515151515,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,6,33,14,0.424242424,Teslin
1991,Fish Wheel,Yukon Teslin,7,33,1,0.03030303,Teslin
1991,Fish Wheel,Yukon upper,4,10,1,0.1,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,5,10,4,0.4,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,5,10,4,0.4,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,5,10,4,0.4,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,5,10,4,0.4,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,6,10,5,0.5,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,6,10,5,0.5,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,6,10,5,0.5,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,6,10,5,0.5,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon upper,6,10,5,0.5,Upper Lakes and Mainstem
1991,Fish Wheel,Yukon White-Donjek,5,4,4,1,White-Donjek
1991,Fish Wheel,Yukon White-Donjek,5,4,4,1,White-Donjek
1991,Fish Wheel,Yukon White-Donjek,5,4,4,1,White-Donjek
1991,Fish Wheel,Yukon White-Donjek,5,4,4,1,White-Donjek
1991,NA,NA,4,NA,NA,0.015758404,Aggregate
1991,NA,NA,5,NA,NA,0.28584272,Aggregate
1991,NA,NA,6,NA,NA,0.4813901,Aggregate
1991,NA,NA,7,NA,NA,0.21700873,Aggregate
1992,Fish Wheel,Yukon Carmacks,4,9,2,0.222222222,Carmacks
1992,Fish Wheel,Yukon Carmacks,4,9,2,0.222222222,Carmacks
1992,Fish Wheel,Yukon Carmacks,5,9,3,0.333333333,Carmacks
1992,Fish Wheel,Yukon Carmacks,5,9,3,0.333333333,Carmacks
1992,Fish Wheel,Yukon Carmacks,5,9,3,0.333333333,Carmacks
1992,Fish Wheel,Yukon Carmacks,6,9,4,0.444444444,Carmacks
1992,Fish Wheel,Yukon Carmacks,6,9,4,0.444444444,Carmacks
1992,Fish Wheel,Yukon Carmacks,6,9,4,0.444444444,Carmacks
1992,Fish Wheel,Yukon Carmacks,6,9,4,0.444444444,Carmacks
1992,Fish Wheel,Yukon Lower Canadian,4,18,3,0.166666667,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,4,18,3,0.166666667,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,4,18,3,0.166666667,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,5,18,7,0.388888889,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon Lower Canadian,6,18,8,0.444444444,Lower Mainstem
1992,Fish Wheel,Yukon mainstem,5,7,3,0.428571429,Middle Mainstem
1992,Fish Wheel,Yukon mainstem,5,7,3,0.428571429,Middle Mainstem
1992,Fish Wheel,Yukon mainstem,5,7,3,0.428571429,Middle Mainstem
1992,Fish Wheel,Yukon mainstem,6,7,3,0.428571429,Middle Mainstem
1992,Fish Wheel,Yukon mainstem,6,7,3,0.428571429,Middle Mainstem
1992,Fish Wheel,Yukon mainstem,6,7,3,0.428571429,Middle Mainstem
1992,Fish Wheel,Yukon mainstem,7,7,1,0.142857143,Middle Mainstem
1992,Fish Wheel,Yukon Pelly,4,26,3,0.115384615,Pelly
1992,Fish Wheel,Yukon Pelly,4,26,3,0.115384615,Pelly
1992,Fish Wheel,Yukon Pelly,4,26,3,0.115384615,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,5,26,13,0.5,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Pelly,6,26,10,0.384615385,Pelly
1992,Fish Wheel,Yukon Stewart,5,7,4,0.571428571,Stewart
1992,Fish Wheel,Yukon Stewart,5,7,4,0.571428571,Stewart
1992,Fish Wheel,Yukon Stewart,5,7,4,0.571428571,Stewart
1992,Fish Wheel,Yukon Stewart,5,7,4,0.571428571,Stewart
1992,Fish Wheel,Yukon Stewart,6,7,3,0.428571429,Stewart
1992,Fish Wheel,Yukon Stewart,6,7,3,0.428571429,Stewart
1992,Fish Wheel,Yukon Stewart,6,7,3,0.428571429,Stewart
1992,Fish Wheel,Yukon Teslin,4,20,1,0.05,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,5,20,11,0.55,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon Teslin,6,20,8,0.4,Teslin
1992,Fish Wheel,Yukon upper,4,1,1,1,Upper Lakes and Mainstem
1992,Fish Wheel,Yukon White-Donjek,4,8,2,0.25,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,4,8,2,0.25,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,5,8,2,0.25,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,5,8,2,0.25,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,6,8,4,0.5,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,6,8,4,0.5,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,6,8,4,0.5,White-Donjek
1992,Fish Wheel,Yukon White-Donjek,6,8,4,0.5,White-Donjek
1992,NA,NA,4,NA,NA,0.064225509,Aggregate
1992,NA,NA,5,NA,NA,0.17385931,Aggregate
1992,NA,NA,6,NA,NA,0.7292292,Aggregate
1992,NA,NA,7,NA,NA,0.032686021,Aggregate
1993,Fish Wheel,Yukon Carmacks,4,15,5,0.333333333,Carmacks
1993,Fish Wheel,Yukon Carmacks,4,15,5,0.333333333,Carmacks
1993,Fish Wheel,Yukon Carmacks,4,15,5,0.333333333,Carmacks
1993,Fish Wheel,Yukon Carmacks,4,15,5,0.333333333,Carmacks
