OID_,SUB_DRAINA,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
0,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-01-16 0:00:00,-10.259764649399999
1,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-01-16 0:00:00,-11.657452956800000
2,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-01-16 0:00:00,-10.884150791700000
3,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-01-16 0:00:00,-12.479167135200001
4,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-01-16 0:00:00,-8.402450664850001
5,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-01-16 0:00:00,-14.358689704300000
6,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-01-16 0:00:00,-8.344583243960001
7,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-01-16 0:00:00,-9.560645274110000
8,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-02-15 0:00:00,-23.638347386700001
9,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-02-15 0:00:00,-25.092084185200001
10,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-02-15 0:00:00,-23.649397730000000
11,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-02-15 0:00:00,-25.478830382700000
12,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-02-15 0:00:00,-19.903290009100001
13,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-02-15 0:00:00,-26.848524910700000
14,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-02-15 0:00:00,-18.720608706899998
15,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-02-15 0:00:00,-22.398267085699999
16,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-03-16 0:00:00,-10.738465021000000
17,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-03-16 0:00:00,-12.386796913000000
18,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-03-16 0:00:00,-11.490878102700000
19,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-03-16 0:00:00,-13.199876913000001
20,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-03-16 0:00:00,-10.402858551400000
21,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-03-16 0:00:00,-14.063789497700000
22,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-03-16 0:00:00,-9.936916488510001
23,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-03-16 0:00:00,-10.311025252900000
24,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-04-16 0:00:00,-5.449251203050000
25,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-04-16 0:00:00,-6.916235924770000
26,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-04-16 0:00:00,-5.697421054730000
27,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-04-16 0:00:00,-8.084375884600000
28,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-04-16 0:00:00,-5.294331249170000
29,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-04-16 0:00:00,-9.941382802940000
30,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-04-16 0:00:00,-5.059684300930000
31,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-04-16 0:00:00,-5.161982107680000
32,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-05-16 0:00:00,3.906530386230000
33,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-05-16 0:00:00,3.324030399930000
34,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-05-16 0:00:00,3.198798422380000
35,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-05-16 0:00:00,2.550540943280000
36,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-05-16 0:00:00,2.063515439400000
37,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-05-16 0:00:00,3.182795059620000
38,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-05-16 0:00:00,2.652489421820000
39,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-05-16 0:00:00,3.232397234540000
40,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-06-16 0:00:00,8.440756061780000
41,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-06-16 0:00:00,9.191039811690001
42,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-06-16 0:00:00,8.232415426990000
43,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-06-16 0:00:00,7.356406098750000
44,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-06-16 0:00:00,5.492916186340000
45,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-06-16 0:00:00,9.041456094550000
46,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-06-16 0:00:00,6.232329905240000
47,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-06-16 0:00:00,7.531141376910000
48,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-07-16 0:00:00,12.338571082200000
49,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-07-16 0:00:00,12.142667779700000
50,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-07-16 0:00:00,11.755522599400001
51,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-07-16 0:00:00,11.553080592200001
52,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-07-16 0:00:00,10.479198836400000
53,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-07-16 0:00:00,11.616004186700000
54,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-07-16 0:00:00,10.875561546600000
55,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-07-16 0:00:00,11.645686859000000
56,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-08-16 0:00:00,8.643564411520000
57,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-08-16 0:00:00,8.670336725529999
58,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-08-16 0:00:00,8.135649672230000
59,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-08-16 0:00:00,7.789109600900000
60,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-08-16 0:00:00,7.769474643310000
61,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-08-16 0:00:00,8.287505862540000
62,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-08-16 0:00:00,7.741691997650000
63,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-08-16 0:00:00,7.493810136920000
64,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-09-16 0:00:00,3.802913723450000
65,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-09-16 0:00:00,2.773302406480000
66,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-09-16 0:00:00,3.435435317820000
67,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-09-16 0:00:00,2.159130966420000
68,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-09-16 0:00:00,3.824975187790000
69,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-09-16 0:00:00,2.099278682490000
70,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-09-16 0:00:00,3.941211461780000
71,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-09-16 0:00:00,3.849595117730000
72,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-10-16 0:00:00,-7.486475348470000
73,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-10-16 0:00:00,-8.396492360690001
74,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-10-16 0:00:00,-7.079135492430000
75,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-10-16 0:00:00,-10.400504757200000
76,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-10-16 0:00:00,-5.162147846230000
77,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-10-16 0:00:00,-10.536803844500000
78,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-10-16 0:00:00,-4.847589368770000
79,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-10-16 0:00:00,-7.271850245100000
80,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-11-16 0:00:00,-23.759195531700001
81,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-11-16 0:00:00,-25.372058397100002
82,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-11-16 0:00:00,-25.835505628600000
83,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-11-16 0:00:00,-23.680419425699998
84,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-11-16 0:00:00,-20.338154864200000
85,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-11-16 0:00:00,-23.908810580000001
86,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-11-16 0:00:00,-22.611171874800000
87,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-11-16 0:00:00,-26.159864773700001
88,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1985-12-16 0:00:00,-13.103453769000000
89,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1985-12-16 0:00:00,-13.908022551900000
90,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1985-12-16 0:00:00,-14.347266734500000
91,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1985-12-16 0:00:00,-14.232662001300000
92,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1985-12-16 0:00:00,-9.244748675949999
93,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1985-12-16 0:00:00,-15.227134496000000
94,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1985-12-16 0:00:00,-10.583984749200001
95,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1985-12-16 0:00:00,-14.320714713999999
96,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-01-16 0:00:00,-15.252252433200001
97,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-01-16 0:00:00,-16.998236778100001
98,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-01-16 0:00:00,-14.888538530100000
99,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-01-16 0:00:00,-18.792357609800000
100,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-01-16 0:00:00,-11.734763564500000
101,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-01-16 0:00:00,-20.904092538200000
102,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-01-16 0:00:00,-11.240599080300001
103,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-01-16 0:00:00,-12.347675992799999
104,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-02-15 0:00:00,-17.008389658900001
105,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-02-15 0:00:00,-18.194712890800002
106,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-02-15 0:00:00,-17.340463498399998
107,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-02-15 0:00:00,-18.280362044400000
108,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-02-15 0:00:00,-16.801146991300001
109,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-02-15 0:00:00,-20.271677988299999
110,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-02-15 0:00:00,-15.723276036900000
111,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-02-15 0:00:00,-15.933495340700000
112,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-03-16 0:00:00,-12.853362338800000
113,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-03-16 0:00:00,-14.001366087199999
114,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-03-16 0:00:00,-11.107311802100000
115,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-03-16 0:00:00,-16.605726771099999
116,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-03-16 0:00:00,-10.305440344899999
117,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-03-16 0:00:00,-17.839500226100000
118,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-03-16 0:00:00,-7.888537875650000
119,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-03-16 0:00:00,-10.061323012400001
120,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-04-16 0:00:00,-8.357566842890000
121,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-04-16 0:00:00,-10.037122414400001
122,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-04-16 0:00:00,-8.163252741110000
123,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-04-16 0:00:00,-11.019622884900000
124,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-04-16 0:00:00,-8.077117920859999
125,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-04-16 0:00:00,-11.108286180700000
126,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-04-16 0:00:00,-6.793078368990000
127,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-04-16 0:00:00,-7.758200242450000
128,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-05-16 0:00:00,3.296314029390000
129,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-05-16 0:00:00,2.336493184270000
130,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-05-16 0:00:00,2.575173452740000
131,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-05-16 0:00:00,1.962683572880000
132,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-05-16 0:00:00,1.396075063990000
133,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-05-16 0:00:00,2.911462508160000
134,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-05-16 0:00:00,1.755985731240000
135,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-05-16 0:00:00,2.396576521310000
136,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-06-16 0:00:00,10.006801538400000
137,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-06-16 0:00:00,10.225688825900001
138,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-06-16 0:00:00,9.390578674960000
139,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-06-16 0:00:00,8.834056623610000
140,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-06-16 0:00:00,7.382842477030000
141,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-06-16 0:00:00,11.177140679300001
142,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-06-16 0:00:00,7.853236165230000
143,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-06-16 0:00:00,9.022203937800001
144,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-07-16 0:00:00,13.041311881200000
145,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-07-16 0:00:00,13.281817952100001
146,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-07-16 0:00:00,12.933118284200001
147,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-07-16 0:00:00,11.800936899000000
148,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-07-16 0:00:00,11.211608647300000
149,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-07-16 0:00:00,12.703935307300000
150,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-07-16 0:00:00,11.532972277000001
151,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-07-16 0:00:00,12.455778919300000
152,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-08-16 0:00:00,8.547370699780000
153,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-08-16 0:00:00,8.037801135440001
154,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-08-16 0:00:00,8.115589022780000
155,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-08-16 0:00:00,7.558934076850000
156,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-08-16 0:00:00,8.456785260820000
157,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-08-16 0:00:00,7.725411853280000
158,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-08-16 0:00:00,7.608794779140000
159,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-08-16 0:00:00,7.892730943820000
160,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-09-16 0:00:00,4.425755654710000
161,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-09-16 0:00:00,4.087876213290000
162,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-09-16 0:00:00,4.454638450030000
163,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-09-16 0:00:00,2.817705414440000
164,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-09-16 0:00:00,3.345575541440000
165,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-09-16 0:00:00,3.455204568820000
166,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-09-16 0:00:00,4.111606599310000
167,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-09-16 0:00:00,4.413547324380000
168,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-10-16 0:00:00,-1.998692440990000
169,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-10-16 0:00:00,-3.905031950020000
170,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-10-16 0:00:00,-1.976928455560000
171,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-10-16 0:00:00,-3.863004834020000
172,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-10-16 0:00:00,-0.229842301260000
173,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-10-16 0:00:00,-5.891777529560000
174,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-10-16 0:00:00,0.080610273376600
175,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-10-16 0:00:00,-1.113585592520000
176,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-11-16 0:00:00,-17.459280668200002
177,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-11-16 0:00:00,-20.691427105199999
178,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-11-16 0:00:00,-19.215607473100000
179,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-11-16 0:00:00,-18.880123831199999
180,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-11-16 0:00:00,-13.195990652300001
181,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-11-16 0:00:00,-22.312105888700000
182,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-11-16 0:00:00,-13.374241300800000
183,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-11-16 0:00:00,-15.920474252200000
184,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1986-12-16 0:00:00,-12.804445541100000
185,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1986-12-16 0:00:00,-15.018184851599999
186,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1986-12-16 0:00:00,-13.780462493400000
187,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1986-12-16 0:00:00,-13.945793245500001
188,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1986-12-16 0:00:00,-9.142002058779999
189,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1986-12-16 0:00:00,-16.627916616600000
190,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1986-12-16 0:00:00,-9.932910909920000
191,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1986-12-16 0:00:00,-11.045095016399999
192,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1987-01-16 0:00:00,-15.327197302000000
193,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1987-01-16 0:00:00,-16.823463064199998
194,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1987-01-16 0:00:00,-15.938603651999999
195,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1987-01-16 0:00:00,-17.011476858200002
196,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1987-01-16 0:00:00,-10.830154762299999
197,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1987-01-16 0:00:00,-19.539369029100001
198,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1987-01-16 0:00:00,-13.111999138500000
199,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1987-01-16 0:00:00,-13.410836957800001
200,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1987-02-15 0:00:00,-13.362483093600000
201,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1987-02-15 0:00:00,-15.139092531499999
202,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1987-02-15 0:00:00,-13.404891282900000
203,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1987-02-15 0:00:00,-15.298630041299999
204,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1987-02-15 0:00:00,-10.585454731600000
205,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1987-02-15 0:00:00,-18.467279649700000
206,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1987-02-15 0:00:00,-11.190852356000001
207,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1987-02-15 0:00:00,-11.308146280200001
208,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1987-03-16 0:00:00,-14.413449954300001
209,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1987-03-16 0:00:00,-15.395084986400001
210,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1987-03-16 0:00:00,-14.756308115100000
211,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1987-03-16 0:00:00,-16.427246150599998
212,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1987-03-16 0:00:00,-13.490302456900000
213,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1987-03-16 0:00:00,-15.755854101000001
214,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1987-03-16 0:00:00,-12.762460989899999
215,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1987-03-16 0:00:00,-13.565001163800000
216,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1987-04-16 0:00:00,-1.775448850400000
217,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1987-04-16 0:00:00,-4.075975441990000
218,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1987-04-16 0:00:00,-2.536123249370000
219,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1987-04-16 0:00:00,-3.707873897440000
220,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1987-04-16 0:00:00,-3.041653651520000
221,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1987-04-16 0:00:00,-4.580692083700000
222,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1987-04-16 0:00:00,-2.524451270810000
223,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1987-04-16 0:00:00,-1.839680152240000
224,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1987-05-16 0:00:00,4.457018754870000
225,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1987-05-16 0:00:00,3.470065825040000
226,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1987-05-16 0:00:00,3.404457372460000
227,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1987-05-16 0:00:00,3.274818790990000
228,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1987-05-16 0:00:00,2.540556040060000
229,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1987-05-16 0:00:00,4.208565526030000
230,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1987-05-16 0:00:00,2.755405459150000
231,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1987-05-16 0:00:00,3.066453888660000
232,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1987-06-16 0:00:00,9.391428904980000
233,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1987-06-16 0:00:00,9.419044621179999
234,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1987-06-16 0:00:00,8.482486698210000
235,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1987-06-16 0:00:00,8.833560588919999
236,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1987-06-16 0:00:00,6.632035467580000
237,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1987-06-16 0:00:00,10.460785995200000
238,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1987-06-16 0:00:00,6.862938296740000
239,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1987-06-16 0:00:00,7.524092408050000
