OID_,VALUE,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
1313,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-14 12:00:00,4.932924448073827
1314,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-14 12:00:00,3.721516172226316
1315,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-14 12:00:00,3.749522319193869
1316,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-14 12:00:00,4.915665261337641
1317,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-14 12:00:00,2.247177919052214
1318,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-14 12:00:00,6.345723023813537
1319,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-14 12:00:00,1.537092522613534
1320,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-14 12:00:00,4.094971749737847
1321,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-15 12:00:00,4.726036151664029
1322,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-15 12:00:00,3.336691354966007
1323,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-15 12:00:00,3.680556311850364
1324,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-15 12:00:00,4.288451400669087
1325,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-15 12:00:00,4.191995254527006
1326,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-15 12:00:00,6.226574822234049
1327,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-15 12:00:00,5.558408956775792
1328,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-15 12:00:00,4.319148863160746
1329,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-16 12:00:00,5.143825990399011
1330,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-16 12:00:00,4.430736384611039
1331,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-16 12:00:00,3.989386300675901
1332,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-16 12:00:00,4.599170413511823
1333,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-16 12:00:00,5.048538377847346
1334,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-16 12:00:00,5.769864462720177
1335,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-16 12:00:00,5.599407689715125
1336,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-16 12:00:00,5.770028254157660
1337,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-17 12:00:00,5.381304277501400
1338,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-17 12:00:00,2.735899562315154
1339,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-17 12:00:00,2.659877183463998
1340,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-17 12:00:00,7.233397369829083
1341,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-17 12:00:00,2.546619311114826
1342,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-17 12:00:00,6.122801426036713
1343,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-17 12:00:00,0.696839318370902
1344,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-17 12:00:00,3.886695382441619
1345,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-18 12:00:00,5.686401977842112
1346,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-18 12:00:00,3.304619988243674
1347,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-18 12:00:00,3.628568094129475
1348,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-18 12:00:00,5.175085582880689
1349,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-18 12:00:00,4.847761819444314
1350,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-18 12:00:00,5.401997880693198
1351,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-18 12:00:00,6.002757920670290
1352,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-18 12:00:00,4.625465194865040
1353,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-19 12:00:00,6.521847591975237
1354,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-19 12:00:00,-0.220168073796400
1355,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-19 12:00:00,0.592826699266418
1356,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-19 12:00:00,6.141769748570853
1357,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-19 12:00:00,5.738164928364809
1358,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-19 12:00:00,4.814368412468160
1359,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-19 12:00:00,6.836496269558632
1360,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-19 12:00:00,6.248146105285157
1361,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-20 12:00:00,4.211275511440972
1362,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-20 12:00:00,4.911533532940958
1363,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-20 12:00:00,5.269355690881572
1364,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-20 12:00:00,2.808381313998043
1365,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-20 12:00:00,2.854831699550294
1366,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-20 12:00:00,5.908726526352067
1367,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-20 12:00:00,2.307834108799620
1368,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-20 12:00:00,5.492622331357309
1369,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-21 12:00:00,2.585432588883250
1370,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-21 12:00:00,3.246287610566751
1371,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-06-21 12:00:00,3.486063553709523
1372,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-06-21 12:00:00,1.952906486868161
1373,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-06-21 12:00:00,0.599472928351787
1374,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-06-21 12:00:00,3.954595079813857
1375,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-06-21 12:00:00,1.203930714176181
1376,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-06-21 12:00:00,1.172321848017647
1377,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-06-22 12:00:00,1.156331958574646
1378,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-06-22 12:00:00,0.369326967323868
