OID_,VALUE,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
5368,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-02 12:00:00,-17.061537562133090
5369,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-19.177368647732333
5370,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-25.720129285162450
5371,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-26.628893504847838
5372,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-18.686773523830215
5373,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-19.339092295523987
5374,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-20.671073548512584
5375,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-23.717479229094437
5376,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-03 12:00:00,-24.878862164350846
5377,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-21.304286803000391
5378,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-27.589207285273186
5379,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-27.907747595063888
5380,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-20.668357577449228
5381,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-22.453397547201881
5382,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-22.449998463885880
5383,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-26.448305584588272
5384,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-04 12:00:00,-26.730144725644390
5385,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-26.031756396610412
5386,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-31.378226175109781
5387,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-29.244073993609213
5388,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-24.427751373000451
5389,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-20.991478173445223
5390,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-27.228708392777929
5391,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-24.226624138491882
5392,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-05 12:00:00,-30.197687816159895
5393,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-29.688879183360452
5394,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-32.537715857719334
5395,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-31.485334103580680
5396,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-27.692878288341756
5397,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-23.615230428653689
5398,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-30.843622943158046
5399,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-26.919574144205278
5400,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-06 12:00:00,-33.492068220121610
5401,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-32.101528435233760
5402,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-34.528121822443502
5403,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-31.859341716870517
5404,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-30.353040237965676
5405,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-24.755838377787054
5406,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-31.664368718119412
5407,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-25.210221653336497
5408,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-07 12:00:00,-32.990476918762859
5409,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-32.086607669779788
5410,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-31.332716876644202
5411,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-31.364754837786499
5412,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-30.056387057131445
5413,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-26.205933916288046
5414,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-30.010419976188420
5415,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-30.044172940068123
5416,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-08 12:00:00,-33.881154380971694
5417,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-29.540012476291956
5418,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-29.744138108594736
5419,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-27.623047273196072
5420,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-27.145376822977344
5421,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-21.832110159120099
5422,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-29.941461258134922
5423,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-22.070244192878945
5424,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-09 12:00:00,-26.982310822879207
5425,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-23.594227633888298
5426,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-24.486210775976740
5427,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-23.701362652627399
5428,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-23.113024043160792
5429,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-17.909481988471015
5430,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-26.645110641894792
5431,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-21.738371777155173
5432,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-10 12:00:00,-24.606694691169665
5433,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-25.126160984291879
5434,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-27.454131470176037
5435,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-24.762110265626276
5436,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-24.835011030419803
5437,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-16.246244613766780
5438,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-29.088787536716112
5439,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-19.902658783074891
5440,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-11 12:00:00,-25.187729843528675
5441,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-23.126194108842078
5442,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-22.902390520430401
5443,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-20.237472691078818
5444,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-25.973490908275519
5445,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-19.689096672474008
5446,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-27.525795860699684
5447,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-18.296623855878686
5448,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-12 12:00:00,-21.652900766981332
5449,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-24.274637433377976
5450,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-26.029049736403152
5451,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-23.040274707135222
5452,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-27.859508276764640
5453,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-21.688677010780054
5454,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-32.114932067481497
5455,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-22.758972253652960
5456,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-13 12:00:00,-23.366730533181830
5457,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-30.096253796758464
5458,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-30.401114079204760
5459,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-26.452972284546451
5460,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-32.503865349187265
5461,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-24.927647534416064
5462,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-36.310657863556877
5463,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-24.244403885096197
5464,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-14 12:00:00,-29.734394894132482
5465,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-30.071376462009606
5466,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-29.493370517779883
5467,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-27.843585408324930
5468,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-31.596801152635486
5469,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-26.495252918647694
5470,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-32.204227178967592
5471,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-29.342561891236436
5472,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-15 12:00:00,-30.618103382654709
5473,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-30.247272039981564
5474,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-32.411998593811347
5475,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-30.284501556969403
5476,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-30.746391529339551
5477,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-24.749557859065501
5478,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-30.622711523898776
5479,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-29.381017040558422
5480,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-16 12:00:00,-30.823501723622680
5481,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-30.076038319289161
5482,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-31.554246713467752
5483,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-28.778528303480897
5484,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-30.349705414767676
5485,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-23.744880712539285
5486,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-30.808190365929772
5487,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-25.978330942295358
5488,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-17 12:00:00,-29.150547897265209
5489,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-28.654184759465448
5490,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-31.545240382352922
5491,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-28.550803853685046
5492,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-26.976260583695527
5493,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-23.961292694787232
5494,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-31.386650257413610
5495,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-26.470130685221591
5496,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-18 12:00:00,-30.024920054487634
5497,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-27.018309273204174
5498,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-27.749071531974018
5499,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-23.428093089141171
5500,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-26.849877973444809
5501,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-21.467793044372176
5502,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-30.924763030863939
5503,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-19.633140963780022
5504,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-19 12:00:00,-25.376603720814177
5505,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-28.317709507343793
5506,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-25.010266331652556
5507,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-24.747763280759330
5508,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-29.550758658360049
5509,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-26.516399488840442
5510,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-28.583770933971074
5511,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-27.681603153563337
5512,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-20 12:00:00,-26.446945546398084
5513,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-31.803960059033876
5514,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-30.453960252530937
5515,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-28.051264515178197
5516,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-33.093343200238316
5517,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-25.443682625866487
5518,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-33.643232161804242
5519,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-27.486012954561474
5520,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-21 12:00:00,-30.256522403561956
5521,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-36.021855183803005
5522,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-36.753598795778515
5523,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-33.954083556403340
5524,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-35.026678014919241
5525,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-29.703498411526851
5526,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-37.728450234661729
5527,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-34.196657369882431
5528,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-22 12:00:00,-34.283476926671014
5529,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-38.012800694236546
5530,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-39.313238827590610
5531,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-38.340438463368457
5532,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-35.685750423498710
5533,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-30.322158562982917
5534,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-38.191364297826603
5535,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-33.976181668205292
5536,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-23 12:00:00,-38.943172997987993
5537,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-40.424144051668222
5538,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-39.765365799025098
5539,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-41.370460088084883
5540,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-37.871648004592778
5541,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-36.220178284844849
5542,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-37.718597902502516
5543,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-40.087352201405125
5544,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-24 12:00:00,-43.271634056516987
5545,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-43.455293637796110
5546,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-43.804888352057404
5547,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-44.566096077814301
5548,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-40.003055027408557
5549,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-37.255663210154381
5550,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-38.342976919363352
5551,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-42.007095340459777
5552,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-25 12:00:00,-45.447623013497186
5553,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-43.787439218563264
5554,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-41.430868628432755
5555,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-43.096966317633672
5556,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-40.264372154165279
5557,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-40.686867851860548
5558,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-38.651565452981828
5559,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-43.639787351573069
5560,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-26 12:00:00,-45.676733291962371
5561,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-43.805684970453107
5562,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-41.222490260116608
5563,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-42.647912888525923
5564,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-39.498207636960295
5565,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-42.047172283267372
5566,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-36.734005899256836
5567,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-44.922740177100167
5568,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-27 12:00:00,-45.600540333332958
5569,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-40.520155777891794
5570,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-42.877859559790295
5571,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-43.760818966811456
5572,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-35.481515371998938
5573,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-37.088492475621841
5574,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-32.137907762865048
5575,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-41.570002245261556
5576,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-28 12:00:00,-43.284248110181657
5577,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-32.111944194260197
5578,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-32.183110464289186
5579,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-35.383918650699037
5580,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-29.410723760114575
5581,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-28.331980271513128
5582,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-26.268981779127756
5583,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-30.967446272280235
5584,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-29 12:00:00,-34.547468638403565
5585,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-32.453733709238513
5586,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-31.782354501618130
5587,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-32.661526411311407
5588,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-29.847849942470589
5589,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-27.731284578117666
5590,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-24.641709442125787
5591,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-30.597512752756991
5592,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-11-30 12:00:00,-32.597190896894617
5593,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-12-01 12:00:00,-31.918268549509715
5594,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-12-01 12:00:00,-31.666989817572816
