OID_,Site_1,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN,Population
466,LittleKalzasR,74,448.000000000000000,448.000000000000000,swe,StdTime,1989-04-01 12:00:00,130.865870629038000,Pelly
467,NeedlerockCr,75,1077.000000000000000,1077.000000000000000,swe,StdTime,1989-04-01 12:00:00,96.298319420774632,Pelly
468,EarnR,76,1662.000000000000000,1662.000000000000000,swe,StdTime,1989-04-01 12:00:00,105.121413922912510,Pelly
469,MicaCr,77,1638.000000000000000,1638.000000000000000,swe,StdTime,1989-04-01 12:00:00,98.298107398735311,Pelly
470,LittleSalmonR,78,3709.000000000000000,3709.000000000000000,swe,StdTime,1989-04-01 12:00:00,126.632165064931215,Carmacks
471,BearfeedCr,79,414.000000000000000,414.000000000000000,swe,StdTime,1989-04-01 12:00:00,105.985265925310671,Carmacks
472,AnvilCr,80,1017.000000000000000,1017.000000000000000,swe,StdTime,1989-04-01 12:00:00,150.439980250895957,Pelly
473,KluaneR,81,8484.000000000000000,8484.000000000000000,swe,StdTime,1989-04-01 12:00:00,207.763699758620760,White Donjek
474,NBigSalmonR,82,1679.000000000000000,1679.000000000000000,swe,StdTime,1989-04-01 12:00:00,141.312834920877435,Carmacks
475,LapieR,83,1481.000000000000000,1481.000000000000000,swe,StdTime,1989-04-01 12:00:00,162.861606955930711,Pelly
476,SBigSalmonR,84,1077.000000000000000,1077.000000000000000,swe,StdTime,1989-04-01 12:00:00,126.470204224936239,Carmacks
477,McConnelR,85,1075.000000000000000,1075.000000000000000,swe,StdTime,1989-04-01 12:00:00,176.281116396881885,Teslin
478,McNeilR,86,1086.000000000000000,1086.000000000000000,swe,StdTime,1989-04-01 12:00:00,187.839631798956617,Teslin
479,MendenhallR,87,1192.000000000000000,1192.000000000000000,swe,StdTime,1989-04-01 12:00:00,160.534471198216522,Upper Lakes and Mainstem
480,ScurvyCr,88,129.000000000000000,129.000000000000000,swe,StdTime,1989-04-01 12:00:00,152.936589322348965,Carmacks
481,Hundred-MileCr,89,560.000000000000000,560.000000000000000,swe,StdTime,1989-04-01 12:00:00,144.630571610586969,Teslin
482,MichieCr,90,793.000000000000000,793.000000000000000,swe,StdTime,1989-04-01 12:00:00,237.721916862574631,Upper Lakes and Mainstem
483,FlatCr,91,124.000000000000000,124.000000000000000,swe,StdTime,1989-04-01 12:00:00,171.035242019161075,Upper Lakes and Mainstem
484,WolfR,92,4034.000000000000000,4034.000000000000000,swe,StdTime,1989-04-01 12:00:00,236.478170764641220,Teslin
485,Thirty-MileCr,93,107.000000000000000,107.000000000000000,swe,StdTime,1989-04-01 12:00:00,184.044859984210660,Teslin
486,SmartR,94,717.000000000000000,717.000000000000000,swe,StdTime,1989-04-01 12:00:00,325.836317841810285,Teslin
487,MacmillanR,95,14659.000000000000000,14659.000000000000000,swe,StdTime,1989-04-01 12:00:00,133.642745767659989,Pelly
488,JenningsR,96,3743.000000000000000,3743.000000000000000,swe,StdTime,1989-04-01 12:00:00,325.659981146937241,Teslin
489,OtterCr(Pel),97,1097.000000000000000,1097.000000000000000,swe,StdTime,1989-04-01 12:00:00,173.904357242497241,Pelly
490,NislingR,98,11739.000000000000000,11739.000000000000000,swe,StdTime,1989-04-01 12:00:00,117.356333627236793,White Donjek
491,CoalCr,1,1200.000000000000000,1200.000000000000000,swe,StdTime,1990-04-01 12:00:00,212.929399998983058,Lower Mainstem
492,SelwynR,2,1059.000000000000000,1059.000000000000000,swe,StdTime,1990-04-01 12:00:00,180.411709354101816,Middle Mainstem
493,KlottasinCr,3,2489.000000000000000,2489.000000000000000,swe,StdTime,1990-04-01 12:00:00,152.879007568604635,White Donjek
494,TatchunCr,4,1167.000000000000000,1167.000000000000000,swe,StdTime,1990-04-01 12:00:00,133.893847284913733,Middle Mainstem
495,TincupCr,5,530.000000000000000,530.000000000000000,swe,StdTime,1990-04-01 12:00:00,119.053037780186017,White Donjek
496,M’ClintockR,6,1694.000000000000000,1694.000000000000000,swe,StdTime,1990-04-01 12:00:00,227.225135996884887,Upper Lakes and Mainstem
497,NSwiftR,7,290.000000000000000,290.000000000000000,swe,StdTime,1990-04-01 12:00:00,226.568345563165138,Teslin
498,RedR,8,1046.000000000000000,1046.000000000000000,swe,StdTime,1990-04-01 12:00:00,235.655650049504999,Teslin
499,SidneyCr,9,842.000000000000000,842.000000000000000,swe,StdTime,1990-04-01 12:00:00,238.002790981120569,Teslin
500,SquangaCr,10,815.000000000000000,815.000000000000000,swe,StdTime,1990-04-01 12:00:00,332.923079807773149,Teslin
501,GladysR,11,2352.000000000000000,2352.000000000000000,swe,StdTime,1990-04-01 12:00:00,519.240394806375321,Teslin
502,KlinkitCr,12,716.000000000000000,716.000000000000000,swe,StdTime,1990-04-01 12:00:00,439.232206461815679,Teslin
503,McNaughtonCr,13,1044.000000000000000,1044.000000000000000,swe,StdTime,1990-04-01 12:00:00,465.999137469178493,Teslin
504,UTeslinR,14,2367.000000000000000,2367.000000000000000,swe,StdTime,1990-04-01 12:00:00,296.379391926876735,Teslin
505,Fifteen-MileR,15,1398.000000000000000,1398.000000000000000,swe,StdTime,1990-04-01 12:00:00,217.910729589721569,Lower Mainstem
506,BeaverR,16,5328.000000000000000,5328.000000000000000,swe,StdTime,1990-04-01 12:00:00,226.791739924891601,Stewart
507,ChandinduR,17,1803.000000000000000,1803.000000000000000,swe,StdTime,1990-04-01 12:00:00,202.790083345147508,Lower Mainstem
508,NKlondikeR,18,1233.000000000000000,1233.000000000000000,swe,StdTime,1990-04-01 12:00:00,231.186325803386836,Lower Mainstem
509,SMcQuestenR,19,1581.000000000000000,1581.000000000000000,swe,StdTime,1990-04-01 12:00:00,197.837495242848462,Stewart
510,UStewartR,20,15877.000000000000000,15877.000000000000000,swe,StdTime,1990-04-01 12:00:00,242.325096063577405,Stewart
511,RacklaR,21,1936.000000000000000,1936.000000000000000,swe,StdTime,1990-04-01 12:00:00,226.850960833967093,Stewart
512,NMcQuestenR,22,2183.000000000000000,2183.000000000000000,swe,StdTime,1990-04-01 12:00:00,233.381250689895325,Stewart
513,MayoR,23,2816.000000000000000,2816.000000000000000,swe,StdTime,1990-04-01 12:00:00,195.921814731576177,Stewart
514,PleasantCr,24,1726.000000000000000,1726.000000000000000,swe,StdTime,1990-04-01 12:00:00,199.950561784233798,Stewart
515,JanetCr,25,357.000000000000000,357.000000000000000,swe,StdTime,1990-04-01 12:00:00,175.605434129218054,Stewart
516,WatsonCr,26,144.000000000000000,144.000000000000000,swe,StdTime,1990-04-01 12:00:00,178.216944058736146,Stewart
517,McQuestenR,27,5095.000000000000000,5095.000000000000000,swe,StdTime,1990-04-01 12:00:00,214.812553564488979,Stewart
518,CrookedCr,28,1362.000000000000000,1362.000000000000000,swe,StdTime,1990-04-01 12:00:00,162.697555161082477,Stewart
519,EmeraldCr,29,753.000000000000000,753.000000000000000,swe,StdTime,1990-04-01 12:00:00,288.527556299054766,Stewart
520,BigKalzasR,30,1984.000000000000000,1984.000000000000000,swe,StdTime,1990-04-01 12:00:00,177.700196469983723,Pelly
521,MooseR,31,1144.000000000000000,1144.000000000000000,swe,StdTime,1990-04-01 12:00:00,188.960113498714520,Pelly
522,OllieCr,32,1324.000000000000000,1324.000000000000000,swe,StdTime,1990-04-01 12:00:00,264.315354741951978,Stewart
523,RossR,33,7506.000000000000000,7506.000000000000000,swe,StdTime,1990-04-01 12:00:00,199.396433374133892,Pelly
524,SMacmillanR,34,5756.000000000000000,5756.000000000000000,swe,StdTime,1990-04-01 12:00:00,228.846824269563086,Pelly
525,NMacmillanR,35,2988.000000000000000,2988.000000000000000,swe,StdTime,1990-04-01 12:00:00,238.893667892598955,Pelly
526,TayR,36,3885.000000000000000,3885.000000000000000,swe,StdTime,1990-04-01 12:00:00,237.981657829922568,Pelly
527,PrevostR,37,1311.000000000000000,1311.000000000000000,swe,StdTime,1990-04-01 12:00:00,215.423508481884937,Pelly
528,RiddellR,38,1531.000000000000000,1531.000000000000000,swe,StdTime,1990-04-01 12:00:00,224.053755886643387,Pelly
529,GlenlyonR,39,672.000000000000000,672.000000000000000,swe,StdTime,1990-04-01 12:00:00,259.493348394121426,Pelly
530,DruryCr,40,615.000000000000000,615.000000000000000,swe,StdTime,1990-04-01 12:00:00,235.082764316962027,Carmacks
531,BigCr,41,1901.000000000000000,1901.000000000000000,swe,StdTime,1990-04-01 12:00:00,156.119042707078904,Middle Mainstem
532,TummelR,42,752.000000000000000,752.000000000000000,swe,StdTime,1990-04-01 12:00:00,185.825731754303092,Pelly
533,UPellyR,43,11491.000000000000000,11491.000000000000000,swe,StdTime,1990-04-01 12:00:00,211.581495863164633,Pelly
534,WoodsideCr,44,1433.000000000000000,1433.000000000000000,swe,StdTime,1990-04-01 12:00:00,218.489797652058712,Pelly
535,WalshCr,45,560.000000000000000,560.000000000000000,swe,StdTime,1990-04-01 12:00:00,217.777392264774960,Carmacks
536,IncisedCr,46,1435.000000000000000,1435.000000000000000,swe,StdTime,1990-04-01 12:00:00,153.606550385478442,Middle Mainstem
537,KirklandCr,47,1247.000000000000000,1247.000000000000000,swe,StdTime,1990-04-01 12:00:00,144.727537973460585,Middle Mainstem
538,BigCampbellCr,48,1011.000000000000000,1011.000000000000000,swe,StdTime,1990-04-01 12:00:00,231.085608251252751,Pelly
539,BigSalmonR,49,7232.000000000000000,7232.000000000000000,swe,StdTime,1990-04-01 12:00:00,237.235612570712135,Carmacks
540,MinkR,50,496.000000000000000,496.000000000000000,swe,StdTime,1990-04-01 12:00:00,196.205342908059464,Pelly
541,NorthernCr,51,294.000000000000000,294.000000000000000,swe,StdTime,1990-04-01 12:00:00,302.527381118462870,Carmacks
542,NordenskioldR,52,6617.000000000000000,6617.000000000000000,swe,StdTime,1990-04-01 12:00:00,154.809634265896790,Middle Mainstem
543,UNisutlinR,53,3434.000000000000000,3434.000000000000000,swe,StdTime,1990-04-01 12:00:00,252.046101000813223,Teslin
544,HooleR,54,1105.000000000000000,1105.000000000000000,swe,StdTime,1990-04-01 12:00:00,240.869456613117734,Pelly
545,RoseR,55,978.000000000000000,978.000000000000000,swe,StdTime,1990-04-01 12:00:00,247.437075655884598,Teslin
546,KlushaCr,56,1509.000000000000000,1509.000000000000000,swe,StdTime,1990-04-01 12:00:00,163.229165018434088,Middle Mainstem
547,BoswellR,57,776.000000000000000,776.000000000000000,swe,StdTime,1990-04-01 12:00:00,244.085915300034713,Teslin
548,McIntyreCr,58,307.000000000000000,307.000000000000000,swe,StdTime,1990-04-01 12:00:00,300.035830146715000,Upper Lakes and Mainstem
549,WolfCr,59,449.000000000000000,449.000000000000000,swe,StdTime,1990-04-01 12:00:00,308.863719404938593,Upper Lakes and Mainstem
550,IbexR,60,592.000000000000000,592.000000000000000,swe,StdTime,1990-04-01 12:00:00,329.902229669931614,Upper Lakes and Mainstem
551,SSwiftR,61,4784.000000000000000,4784.000000000000000,swe,StdTime,1990-04-01 12:00:00,399.008605759279135,Teslin
552,MorleyR,62,1963.000000000000000,1963.000000000000000,swe,StdTime,1990-04-01 12:00:00,336.135613832556203,Teslin
553,HayesR,63,379.000000000000000,379.000000000000000,swe,StdTime,1990-04-01 12:00:00,330.213826403454334,Teslin
554,HessR,64,14979.000000000000000,14979.000000000000000,swe,StdTime,1990-04-01 12:00:00,253.488671359141705,Stewart
555,KlondikeR,65,8562.000000000000000,8562.000000000000000,swe,StdTime,1990-04-01 12:00:00,204.235494041131091,Lower Mainstem
556,MSYukonR,66,94962.000000000000000,94962.000000000000000,swe,StdTime,1990-04-01 12:00:00,309.297092408339267,Middle Mainstem
557,BlindCr,67,589.000000000000000,589.000000000000000,swe,StdTime,1990-04-01 12:00:00,248.713480795583706,Pelly
558,LTeslinR,68,35505.000000000000000,35505.000000000000000,swe,StdTime,1990-04-01 12:00:00,308.958710035682145,Teslin
559,SMSYukonR,69,32026.000000000000000,32026.000000000000000,swe,StdTime,1990-04-01 12:00:00,418.003679221078187,Upper Lakes and Mainstem
560,TakhiniR,70,8357.000000000000000,8357.000000000000000,swe,StdTime,1990-04-01 12:00:00,446.942001768201465,Upper Lakes and Mainstem
561,SixtyMileR,71,3630.000000000000000,3630.000000000000000,swe,StdTime,1990-04-01 12:00:00,145.242741125017176,Lower Mainstem
562,RusselCr,72,522.000000000000000,522.000000000000000,swe,StdTime,1990-04-01 12:00:00,243.839981386031269,Pelly
563,HuskyDogCr,73,433.000000000000000,433.000000000000000,swe,StdTime,1990-04-01 12:00:00,237.974064815952886,Pelly
564,LittleKalzasR,74,448.000000000000000,448.000000000000000,swe,StdTime,1990-04-01 12:00:00,178.686182924679571,Pelly
565,NeedlerockCr,75,1077.000000000000000,1077.000000000000000,swe,StdTime,1990-04-01 12:00:00,154.999192105915711,Pelly
566,EarnR,76,1662.000000000000000,1662.000000000000000,swe,StdTime,1990-04-01 12:00:00,187.058369568826066,Pelly
567,MicaCr,77,1638.000000000000000,1638.000000000000000,swe,StdTime,1990-04-01 12:00:00,147.086624005775377,Pelly
568,LittleSalmonR,78,3709.000000000000000,3709.000000000000000,swe,StdTime,1990-04-01 12:00:00,229.562429206459512,Carmacks
569,BearfeedCr,79,414.000000000000000,414.000000000000000,swe,StdTime,1990-04-01 12:00:00,204.086473400466076,Carmacks
570,AnvilCr,80,1017.000000000000000,1017.000000000000000,swe,StdTime,1990-04-01 12:00:00,300.064935554797103,Pelly
571,KluaneR,81,8484.000000000000000,8484.000000000000000,swe,StdTime,1990-04-01 12:00:00,195.824045326056336,White Donjek
572,NBigSalmonR,82,1679.000000000000000,1679.000000000000000,swe,StdTime,1990-04-01 12:00:00,285.301727376714211,Carmacks
573,LapieR,83,1481.000000000000000,1481.000000000000000,swe,StdTime,1990-04-01 12:00:00,272.505806134086754,Pelly
574,SBigSalmonR,84,1077.000000000000000,1077.000000000000000,swe,StdTime,1990-04-01 12:00:00,218.391959244383656,Carmacks
575,McConnelR,85,1075.000000000000000,1075.000000000000000,swe,StdTime,1990-04-01 12:00:00,271.836660681436456,Teslin
576,McNeilR,86,1086.000000000000000,1086.000000000000000,swe,StdTime,1990-04-01 12:00:00,258.996712784741248,Teslin
577,MendenhallR,87,1192.000000000000000,1192.000000000000000,swe,StdTime,1990-04-01 12:00:00,221.341199695663960,Upper Lakes and Mainstem
578,ScurvyCr,88,129.000000000000000,129.000000000000000,swe,StdTime,1990-04-01 12:00:00,238.476432977720691,Carmacks
579,Hundred-MileCr,89,560.000000000000000,560.000000000000000,swe,StdTime,1990-04-01 12:00:00,188.285660525730663,Teslin
580,MichieCr,90,793.000000000000000,793.000000000000000,swe,StdTime,1990-04-01 12:00:00,229.065460407117371,Upper Lakes and Mainstem
581,FlatCr,91,124.000000000000000,124.000000000000000,swe,StdTime,1990-04-01 12:00:00,196.039193676364022,Upper Lakes and Mainstem
582,WolfR,92,4034.000000000000000,4034.000000000000000,swe,StdTime,1990-04-01 12:00:00,278.242488775976824,Teslin
583,Thirty-MileCr,93,107.000000000000000,107.000000000000000,swe,StdTime,1990-04-01 12:00:00,217.042616371796470,Teslin
584,SmartR,94,717.000000000000000,717.000000000000000,swe,StdTime,1990-04-01 12:00:00,391.837963556478599,Teslin
585,MacmillanR,95,14659.000000000000000,14659.000000000000000,swe,StdTime,1990-04-01 12:00:00,212.127726973774173,Pelly
586,JenningsR,96,3743.000000000000000,3743.000000000000000,swe,StdTime,1990-04-01 12:00:00,398.942893186992251,Teslin
587,OtterCr(Pel),97,1097.000000000000000,1097.000000000000000,swe,StdTime,1990-04-01 12:00:00,196.316873263530454,Pelly
588,NislingR,98,11739.000000000000000,11739.000000000000000,swe,StdTime,1990-04-01 12:00:00,121.585817354096605,White Donjek
589,CoalCr,1,1200.000000000000000,1200.000000000000000,swe,StdTime,1991-04-01 12:00:00,217.648941529591951,Lower Mainstem
590,SelwynR,2,1059.000000000000000,1059.000000000000000,swe,StdTime,1991-04-01 12:00:00,262.090689236764547,Middle Mainstem
591,KlottasinCr,3,2489.000000000000000,2489.000000000000000,swe,StdTime,1991-04-01 12:00:00,186.300895997442666,White Donjek
592,TatchunCr,4,1167.000000000000000,1167.000000000000000,swe,StdTime,1991-04-01 12:00:00,165.751327893830165,Middle Mainstem
593,TincupCr,5,530.000000000000000,530.000000000000000,swe,StdTime,1991-04-01 12:00:00,102.578905573431015,White Donjek
594,M’ClintockR,6,1694.000000000000000,1694.000000000000000,swe,StdTime,1991-04-01 12:00:00,275.139492273612120,Upper Lakes and Mainstem
595,NSwiftR,7,290.000000000000000,290.000000000000000,swe,StdTime,1991-04-01 12:00:00,313.439931251262806,Teslin
596,RedR,8,1046.000000000000000,1046.000000000000000,swe,StdTime,1991-04-01 12:00:00,321.901271652308651,Teslin
597,SidneyCr,9,842.000000000000000,842.000000000000000,swe,StdTime,1991-04-01 12:00:00,336.108539119185707,Teslin
598,SquangaCr,10,815.000000000000000,815.000000000000000,swe,StdTime,1991-04-01 12:00:00,408.679362141427418,Teslin
599,GladysR,11,2352.000000000000000,2352.000000000000000,swe,StdTime,1991-04-01 12:00:00,538.406428616061703,Teslin
600,KlinkitCr,12,716.000000000000000,716.000000000000000,swe,StdTime,1991-04-01 12:00:00,384.375069644864084,Teslin
601,McNaughtonCr,13,1044.000000000000000,1044.000000000000000,swe,StdTime,1991-04-01 12:00:00,413.956226158872255,Teslin
602,UTeslinR,14,2367.000000000000000,2367.000000000000000,swe,StdTime,1991-04-01 12:00:00,312.224499739923772,Teslin
603,Fifteen-MileR,15,1398.000000000000000,1398.000000000000000,swe,StdTime,1991-04-01 12:00:00,242.130615234375540,Lower Mainstem
604,BeaverR,16,5328.000000000000000,5328.000000000000000,swe,StdTime,1991-04-01 12:00:00,364.917517160868556,Stewart
605,ChandinduR,17,1803.000000000000000,1803.000000000000000,swe,StdTime,1991-04-01 12:00:00,237.993887995985943,Lower Mainstem
606,NKlondikeR,18,1233.000000000000000,1233.000000000000000,swe,StdTime,1991-04-01 12:00:00,293.537039590481527,Lower Mainstem
607,SMcQuestenR,19,1581.000000000000000,1581.000000000000000,swe,StdTime,1991-04-01 12:00:00,292.921575373746862,Stewart
608,UStewartR,20,15877.000000000000000,15877.000000000000000,swe,StdTime,1991-04-01 12:00:00,438.265095332515841,Stewart
609,RacklaR,21,1936.000000000000000,1936.000000000000000,swe,StdTime,1991-04-01 12:00:00,387.129669504718208,Stewart
610,NMcQuestenR,22,2183.000000000000000,2183.000000000000000,swe,StdTime,1991-04-01 12:00:00,338.767402848135987,Stewart
611,MayoR,23,2816.000000000000000,2816.000000000000000,swe,StdTime,1991-04-01 12:00:00,317.486601580273486,Stewart
612,PleasantCr,24,1726.000000000000000,1726.000000000000000,swe,StdTime,1991-04-01 12:00:00,352.404635211683342,Stewart
613,JanetCr,25,357.000000000000000,357.000000000000000,swe,StdTime,1991-04-01 12:00:00,277.607142942626240,Stewart
614,WatsonCr,26,144.000000000000000,144.000000000000000,swe,StdTime,1991-04-01 12:00:00,288.614236725701289,Stewart
615,McQuestenR,27,5095.000000000000000,5095.000000000000000,swe,StdTime,1991-04-01 12:00:00,311.649752912437179,Stewart
616,CrookedCr,28,1362.000000000000000,1362.000000000000000,swe,StdTime,1991-04-01 12:00:00,259.777775365350749,Stewart
617,EmeraldCr,29,753.000000000000000,753.000000000000000,swe,StdTime,1991-04-01 12:00:00,571.760769908646239,Stewart
618,BigKalzasR,30,1984.000000000000000,1984.000000000000000,swe,StdTime,1991-04-01 12:00:00,298.663815336842504,Pelly
619,MooseR,31,1144.000000000000000,1144.000000000000000,swe,StdTime,1991-04-01 12:00:00,302.865848007735508,Pelly
620,OllieCr,32,1324.000000000000000,1324.000000000000000,swe,StdTime,1991-04-01 12:00:00,493.044236727711620,Stewart
621,RossR,33,7506.000000000000000,7506.000000000000000,swe,StdTime,1991-04-01 12:00:00,369.554650820766426,Pelly
622,SMacmillanR,34,5756.000000000000000,5756.000000000000000,swe,StdTime,1991-04-01 12:00:00,422.556315225227024,Pelly
623,NMacmillanR,35,2988.000000000000000,2988.000000000000000,swe,StdTime,1991-04-01 12:00:00,469.798360612656438,Pelly
624,TayR,36,3885.000000000000000,3885.000000000000000,swe,StdTime,1991-04-01 12:00:00,399.495876482124402,Pelly
625,PrevostR,37,1311.000000000000000,1311.000000000000000,swe,StdTime,1991-04-01 12:00:00,449.547322660980512,Pelly
626,RiddellR,38,1531.000000000000000,1531.000000000000000,swe,StdTime,1991-04-01 12:00:00,395.198720183269472,Pelly
627,GlenlyonR,39,672.000000000000000,672.000000000000000,swe,StdTime,1991-04-01 12:00:00,391.266726448422219,Pelly
628,DruryCr,40,615.000000000000000,615.000000000000000,swe,StdTime,1991-04-01 12:00:00,357.512293224800260,Carmacks
629,BigCr,41,1901.000000000000000,1901.000000000000000,swe,StdTime,1991-04-01 12:00:00,212.654860422775613,Middle Mainstem
630,TummelR,42,752.000000000000000,752.000000000000000,swe,StdTime,1991-04-01 12:00:00,293.580239052468244,Pelly
631,UPellyR,43,11491.000000000000000,11491.000000000000000,swe,StdTime,1991-04-01 12:00:00,357.936670578384167,Pelly
632,WoodsideCr,44,1433.000000000000000,1433.000000000000000,swe,StdTime,1991-04-01 12:00:00,394.339260551202415,Pelly
633,WalshCr,45,560.000000000000000,560.000000000000000,swe,StdTime,1991-04-01 12:00:00,282.418232699802672,Carmacks
634,IncisedCr,46,1435.000000000000000,1435.000000000000000,swe,StdTime,1991-04-01 12:00:00,173.415275121815228,Middle Mainstem
635,KirklandCr,47,1247.000000000000000,1247.000000000000000,swe,StdTime,1991-04-01 12:00:00,149.359246224141316,Middle Mainstem
636,BigCampbellCr,48,1011.000000000000000,1011.000000000000000,swe,StdTime,1991-04-01 12:00:00,357.959841855555396,Pelly
637,BigSalmonR,49,7232.000000000000000,7232.000000000000000,swe,StdTime,1991-04-01 12:00:00,318.098254955975335,Carmacks
638,MinkR,50,496.000000000000000,496.000000000000000,swe,StdTime,1991-04-01 12:00:00,303.679657597695893,Pelly
639,NorthernCr,51,294.000000000000000,294.000000000000000,swe,StdTime,1991-04-01 12:00:00,423.703876884616022,Carmacks
640,NordenskioldR,52,6617.000000000000000,6617.000000000000000,swe,StdTime,1991-04-01 12:00:00,157.962059787740515,Middle Mainstem
641,UNisutlinR,53,3434.000000000000000,3434.000000000000000,swe,StdTime,1991-04-01 12:00:00,370.386010384934650,Teslin
642,HooleR,54,1105.000000000000000,1105.000000000000000,swe,StdTime,1991-04-01 12:00:00,362.996361973274247,Pelly
643,RoseR,55,978.000000000000000,978.000000000000000,swe,StdTime,1991-04-01 12:00:00,358.134131230703133,Teslin
644,KlushaCr,56,1509.000000000000000,1509.000000000000000,swe,StdTime,1991-04-01 12:00:00,157.478614984086391,Middle Mainstem
645,BoswellR,57,776.000000000000000,776.000000000000000,swe,StdTime,1991-04-01 12:00:00,338.537254431813324,Teslin
646,McIntyreCr,58,307.000000000000000,307.000000000000000,swe,StdTime,1991-04-01 12:00:00,285.399837531173546,Upper Lakes and Mainstem
647,WolfCr,59,449.000000000000000,449.000000000000000,swe,StdTime,1991-04-01 12:00:00,315.106414183211029,Upper Lakes and Mainstem
648,IbexR,60,592.000000000000000,592.000000000000000,swe,StdTime,1991-04-01 12:00:00,290.155658850798829,Upper Lakes and Mainstem
649,SSwiftR,61,4784.000000000000000,4784.000000000000000,swe,StdTime,1991-04-01 12:00:00,397.803189976159160,Teslin
650,MorleyR,62,1963.000000000000000,1963.000000000000000,swe,StdTime,1991-04-01 12:00:00,401.771706346461997,Teslin
651,HayesR,63,379.000000000000000,379.000000000000000,swe,StdTime,1991-04-01 12:00:00,353.024907013986251,Teslin
652,HessR,64,14979.000000000000000,14979.000000000000000,swe,StdTime,1991-04-01 12:00:00,464.631256338830042,Stewart
653,KlondikeR,65,8562.000000000000000,8562.000000000000000,swe,StdTime,1991-04-01 12:00:00,271.453983853114607,Lower Mainstem
654,MSYukonR,66,94962.000000000000000,94962.000000000000000,swe,StdTime,1991-04-01 12:00:00,346.641670174105741,Middle Mainstem
655,BlindCr,67,589.000000000000000,589.000000000000000,swe,StdTime,1991-04-01 12:00:00,399.943294246654204,Pelly
656,LTeslinR,68,35505.000000000000000,35505.000000000000000,swe,StdTime,1991-04-01 12:00:00,359.643986513808841,Teslin
657,SMSYukonR,69,32026.000000000000000,32026.000000000000000,swe,StdTime,1991-04-01 12:00:00,430.431854523912989,Upper Lakes and Mainstem
658,TakhiniR,70,8357.000000000000000,8357.000000000000000,swe,StdTime,1991-04-01 12:00:00,347.195803556571434,Upper Lakes and Mainstem
659,SixtyMileR,71,3630.000000000000000,3630.000000000000000,swe,StdTime,1991-04-01 12:00:00,149.748622513868298,Lower Mainstem
660,RusselCr,72,522.000000000000000,522.000000000000000,swe,StdTime,1991-04-01 12:00:00,407.391589489933324,Pelly
661,HuskyDogCr,73,433.000000000000000,433.000000000000000,swe,StdTime,1991-04-01 12:00:00,473.768014110538900,Pelly
662,LittleKalzasR,74,448.000000000000000,448.000000000000000,swe,StdTime,1991-04-01 12:00:00,293.218348571232127,Pelly
663,NeedlerockCr,75,1077.000000000000000,1077.000000000000000,swe,StdTime,1991-04-01 12:00:00,217.363751084691586,Pelly
664,EarnR,76,1662.000000000000000,1662.000000000000000,swe,StdTime,1991-04-01 12:00:00,313.913622125104098,Pelly
665,MicaCr,77,1638.000000000000000,1638.000000000000000,swe,StdTime,1991-04-01 12:00:00,210.956929142804199,Pelly
666,LittleSalmonR,78,3709.000000000000000,3709.000000000000000,swe,StdTime,1991-04-01 12:00:00,329.133372952976856,Carmacks
667,BearfeedCr,79,414.000000000000000,414.000000000000000,swe,StdTime,1991-04-01 12:00:00,278.576087140806578,Carmacks
668,AnvilCr,80,1017.000000000000000,1017.000000000000000,swe,StdTime,1991-04-01 12:00:00,460.728093000054457,Pelly
669,KluaneR,81,8484.000000000000000,8484.000000000000000,swe,StdTime,1991-04-01 12:00:00,181.917910152760243,White Donjek
670,NBigSalmonR,82,1679.000000000000000,1679.000000000000000,swe,StdTime,1991-04-01 12:00:00,394.571357822474795,Carmacks
671,LapieR,83,1481.000000000000000,1481.000000000000000,swe,StdTime,1991-04-01 12:00:00,391.085901099390526,Pelly
672,SBigSalmonR,84,1077.000000000000000,1077.000000000000000,swe,StdTime,1991-04-01 12:00:00,274.874075971938225,Carmacks
673,McConnelR,85,1075.000000000000000,1075.000000000000000,swe,StdTime,1991-04-01 12:00:00,392.075888700263704,Teslin
674,McNeilR,86,1086.000000000000000,1086.000000000000000,swe,StdTime,1991-04-01 12:00:00,386.472384654795178,Teslin
675,MendenhallR,87,1192.000000000000000,1192.000000000000000,swe,StdTime,1991-04-01 12:00:00,188.050545340416505,Upper Lakes and Mainstem
676,ScurvyCr,88,129.000000000000000,129.000000000000000,swe,StdTime,1991-04-01 12:00:00,349.099535446758352,Carmacks
677,Hundred-MileCr,89,560.000000000000000,560.000000000000000,swe,StdTime,1991-04-01 12:00:00,273.162749617440227,Teslin
678,MichieCr,90,793.000000000000000,793.000000000000000,swe,StdTime,1991-04-01 12:00:00,293.027011270030130,Upper Lakes and Mainstem
679,FlatCr,91,124.000000000000000,124.000000000000000,swe,StdTime,1991-04-01 12:00:00,184.385241600774975,Upper Lakes and Mainstem
680,WolfR,92,4034.000000000000000,4034.000000000000000,swe,StdTime,1991-04-01 12:00:00,364.305126600591279,Teslin
681,Thirty-MileCr,93,107.000000000000000,107.000000000000000,swe,StdTime,1991-04-01 12:00:00,328.903364092390120,Teslin
682,SmartR,94,717.000000000000000,717.000000000000000,swe,StdTime,1991-04-01 12:00:00,428.533668166922553,Teslin
683,MacmillanR,95,14659.000000000000000,14659.000000000000000,swe,StdTime,1991-04-01 12:00:00,382.227433029581960,Pelly
