"","population","BroodYear","R_lwr","R_med","R_upr","S_lwr","S_med","S_upr"
"166","Teslin",2002,13.0754246093362,15.0105427017483,17.9055762869009,16.1032244817362,17.9801726834019,20.327502334777
"167","Upper Lakes and Mainstem",2002,6.01589111020384,7.59481832822583,9.53035568248612,3.87885986036382,4.17670475815939,4.48238643399125
"168","White-Donjek",2002,8.83500114810382,11.8045860489194,15.5041930824981,5.37124908426661,7.04749177847854,9.22320759718588
"169","Carmacks",2003,4.45036072003655,5.65837202600272,7.03362495128009,4.43196714653235,6.32130614361867,9.08305283632951
"170","Lower Mainstem",2003,1.51480970167275,2.32957768784273,3.34895164913091,1.37872832797384,1.57932344148668,1.82684008198463
"171","Middle Mainstem",2003,11.0709303588265,13.5105007740189,16.4113843581725,5.79717726099359,6.20173770606369,6.63315260874488
"172","Pelly",2003,8.69763987887027,11.0375498576553,13.8174669566228,10.4871410629535,12.9063100048889,16.221928293051
"173","Stewart",2003,3.80999322894083,5.8395835893942,9.64948155813369,8.17877180268598,10.7852426837699,14.3643304235471
"174","Teslin",2003,8.986386383397,10.555856014696,12.6232824125685,13.1744586900464,15.1756844797232,17.5875075021317
"175","Upper Lakes and Mainstem",2003,2.35149456334579,3.45422093850314,4.80339648129805,1.9907135641163,2.11390586377504,2.25260394209583
"176","White-Donjek",2003,4.87576089128332,6.67795277509946,9.03886802022069,2.63829652995084,5.83074335161994,11.6775927383011
"177","Carmacks",2004,3.39671213383757,4.35770222387391,5.47363418775079,4.87487386575807,5.13231354858386,5.40364966198115
"178","Lower Mainstem",2004,1.84612708706824,2.97034031651629,4.50207170331807,1.90189808852521,2.27152350704016,2.67592000940886
"179","Middle Mainstem",2004,5.28718391469351,6.55766391205592,8.01822956864886,1.93365510735585,2.06720980879904,2.20479670027545
"180","Pelly",2004,6.13520715361387,7.92512850880514,10.1499297338411,7.380255820005,8.91608321173205,10.6335727060884
"181","Stewart",2004,3.26004091604245,5.38753104288558,9.13582824338944,2.78884510721705,4.03007371384342,6.16020667445135
"182","Teslin",2004,6.65674776931982,7.72766957674853,9.14618279370637,6.32189976121229,6.7025444035006,7.07624375561775
"183","Upper Lakes and Mainstem",2004,2.25468474521982,3.07103475076993,4.30925886315376,1.14430195145276,1.21661092200259,1.2936966907819
"184","White-Donjek",2004,3.39638057259886,5.0109525002933,7.62353924280718,5.83131283241981,6.0792878770018,6.36155818781498
"185","Carmacks",2005,2.96209694222946,3.71907162694098,4.49388743535885,2.32294810218333,2.73143800035678,3.23893676074638
"186","Lower Mainstem",2005,0.714856922211143,1.46051868407506,2.50310146290356,2.26975724741281,2.37293732432305,2.4630848277473
"187","Middle Mainstem",2005,7.62507154232686,9.04650465089303,10.5097295365567,6.01208020331247,6.24512861960675,6.4880624120798
"188","Pelly",2005,4.27058749281354,5.37919887738201,6.83067933833868,2.9485543394457,3.29028007670798,3.71807762343139
"189","Stewart",2005,3.54638258838621,4.95017501834196,6.91480662986295,1.45521886137499,1.73508217869827,2.10813492336763
"190","Teslin",2005,7.93590069619939,8.97833490958311,10.070479019556,8.46235524917122,8.8740612448183,9.31502518017406
"191","Upper Lakes and Mainstem",2005,2.99020560348858,4.14584457329545,5.41143350834379,3.28654311230309,3.41712047060621,3.56169103684423
"192","White-Donjek",2005,2.14343539408497,3.35749739093659,5.43228503031417,5.69525214682369,5.92235739029663,6.16649147547777
"193","Carmacks",2006,6.02291356457197,6.94556567931883,7.9364325228201,5.70268645058514,7.41238052216999,9.67300660509374
"194","Lower Mainstem",2006,5.55263280361447,6.43129993023483,7.37219140137196,4.69121278889365,5.07563531954357,5.53763648673453
"195","Middle Mainstem",2006,14.0525049539733,15.6990853855899,17.3363244305422,3.78457607153569,4.00710971216835,4.22120065276423
"196","Pelly",2006,12.9792022625125,14.6599863347331,16.4950459487973,12.7529422386612,13.8936528251586,15.1679527529267
"197","Stewart",2006,10.4434808070085,13.0024495929118,16.0620795005606,6.15831927187108,8.21678134664146,11.0639864318914
"198","Teslin",2006,13.4714723472048,14.7975855865727,16.1083672433993,10.4255630489051,12.4444229073652,14.8692303036559
"199","Upper Lakes and Mainstem",2006,4.29819698472911,5.39759790237739,6.62430613284956,1.22869671498044,1.29630243149348,1.3719133683593
"200","White-Donjek",2006,4.18361311631136,5.84420408729836,8.40056032759387,9.19380628879369,10.9241500183192,13.2070829111213
"201","Carmacks",2007,5.07448866671273,5.89541084787031,6.84609333473807,2.35711593444986,2.78844341908999,3.26038181367338
"202","Lower Mainstem",2007,1.16351284818838,1.78189893136433,2.5332030400665,0.641514148970211,0.726750017283088,0.836565646804854
"203","Middle Mainstem",2007,6.8981642608497,8.13164649492156,9.44905802720202,5.74278965086259,6.13925393111558,6.53788567773886
"204","Pelly",2007,8.68683306306862,10.312806036331,12.0866644789984,5.05799974333135,5.55131561525178,6.05096369326352
"205","Stewart",2007,7.58441565885401,9.9185505483163,13.345836921738,1.64335379340859,2.00501506405525,2.4397428704649
"206","Teslin",2007,10.3375547774838,11.6074576778579,12.969242552259,5.32070985722879,5.80781418122759,6.40003927214944
"207","Upper Lakes and Mainstem",2007,2.42773994084953,3.25168866722297,4.21113386298188,2.18333742439824,2.27305353635976,2.36815802777703
"208","White-Donjek",2007,3.64578284791396,5.54717803231164,7.92446965106369,6.89780911698573,7.38880575278427,7.8927972747625
"209","Carmacks",2008,9.31864422456008,10.5932157324135,12.1819022671123,3.83222140599039,4.67259896416376,5.69038370998289
"210","Lower Mainstem",2008,6.59589706531293,7.84171610487431,9.05593804971216,2.36241130578317,2.46999135507666,2.57799570560318
"211","Middle Mainstem",2008,8.38370391043215,9.57374933150073,10.8255182689137,8.81106307388459,9.06627551754321,9.329869963865
"212","Pelly",2008,18.9640292170023,21.5504084316478,24.8311616632648,4.42139467107482,5.10572970027613,5.96585644112639
"213","Stewart",2008,24.3599288936053,28.1321243820339,32.5401960077087,3.86662591998391,5.00293285381264,6.3161325830318
"214","Teslin",2008,16.5261148865944,18.3097876691092,20.3991838633833,9.69257327090879,10.6975681459711,11.8048974344726
"215","Upper Lakes and Mainstem",2008,3.13032674984229,3.7654819104574,4.47786143949407,4.53130466636313,4.6915344079284,4.85808356456749
"216","White-Donjek",2008,11.5786452105105,14.3762961706823,17.7493083332366,4.28021034128308,5.33901351341666,6.68197397159919
"217","Carmacks",2009,9.3588356462459,10.8336630429626,12.5332671241215,2.69184103777576,3.52160642892805,4.57371275562319
"218","Lower Mainstem",2009,2.89185678678948,4.01296176931812,5.26445865998036,1.77989766397409,2.06831932032972,2.36066185392436
"219","Middle Mainstem",2009,9.34401967323089,10.8431630361889,12.5553111202691,6.01348766757251,6.27379737193101,6.54839204597812
"220","Pelly",2009,17.514971104548,20.6776869509343,24.0400538933504,5.91352915649161,7.55804165268481,9.50185984390999
"221","Stewart",2009,11.9562989049682,14.9039860158694,18.3999623083518,1.83623857550211,3.94590284221196,8.01619101488835
"222","Teslin",2009,10.5091285617158,12.0058893912979,13.7879617330579,5.56196825544667,5.97621377253549,6.44003552659036
"223","Upper Lakes and Mainstem",2009,3.03045830751284,3.70322673612809,4.537386379727,1.94908541927588,2.06721014354769,2.19013072542949
