"","year","gear","region_name","Fish.Age","count","age_count","age_prop","Population"
"372",2004,"Fish Wheel","Yukon Teslin",5,22,10,0.454545455,"Teslin"
"373",2004,"Fish Wheel","Yukon Teslin",6,22,4,0.181818182,"Teslin"
"374",2004,"Fish Wheel","Yukon Teslin",7,22,1,0.045454545,"Teslin"
"375",2004,"Fish Wheel","Yukon upper",4,3,1,0.333333333,"Upper Lakes and Mainstem"
"376",2004,"Fish Wheel","Yukon upper",6,3,2,0.666666667,"Upper Lakes and Mainstem"
"377",2004,"Fish Wheel","Yukon White-Donjek",4,10,3,0.3,"White-Donjek"
"378",2004,"Fish Wheel","Yukon White-Donjek",5,10,5,0.5,"White-Donjek"
"379",2004,"Fish Wheel","Yukon White-Donjek",6,10,1,0.1,"White-Donjek"
"380",2004,"Fish Wheel","Yukon White-Donjek",7,10,1,0.1,"White-Donjek"
"381",2004,NA,NA,4,NA,NA,0.048258999,"Aggregate"
"382",2004,NA,NA,5,NA,NA,0.2019232,"Aggregate"
"383",2004,NA,NA,6,NA,NA,0.6976803,"Aggregate"
"384",2004,NA,NA,7,NA,NA,0.05213751,"Aggregate"
"385",2005,"Fish Wheel","Yukon Carmacks",4,4,1,0.25,"Carmacks"
"386",2005,"Fish Wheel","Yukon Carmacks",5,4,1,0.25,"Carmacks"
"387",2005,"Fish Wheel","Yukon Carmacks",6,4,2,0.5,"Carmacks"
"388",2005,"Fish Wheel","Yukon Lower Canadian",4,8,2,0.25,"Lower Mainstem"
"389",2005,"Fish Wheel","Yukon Lower Canadian",5,8,1,0.125,"Lower Mainstem"
"390",2005,"Fish Wheel","Yukon Lower Canadian",6,8,5,0.625,"Lower Mainstem"
"391",2005,"Fish Wheel","Yukon Pelly",5,3,2,0.666666667,"Pelly"
"392",2005,"Fish Wheel","Yukon Pelly",6,3,1,0.333333333,"Pelly"
"393",2005,"Fish Wheel","Yukon Teslin",4,8,2,0.25,"Teslin"
"394",2005,"Fish Wheel","Yukon Teslin",5,8,2,0.25,"Teslin"
"395",2005,"Fish Wheel","Yukon Teslin",6,8,4,0.5,"Teslin"
"396",2005,"Fish Wheel","Yukon upper",5,2,1,0.5,"Upper Lakes and Mainstem"
"397",2005,"Fish Wheel","Yukon upper",6,2,1,0.5,"Upper Lakes and Mainstem"
"398",2005,"Fish Wheel","Yukon White-Donjek",5,2,1,0.5,"White-Donjek"
"399",2005,"Fish Wheel","Yukon White-Donjek",6,2,1,0.5,"White-Donjek"
"400",2005,NA,NA,4,NA,NA,0.021975688,"Aggregate"
"401",2005,NA,NA,5,NA,NA,0.3140846,"Aggregate"
"402",2005,NA,NA,6,NA,NA,0.6054952,"Aggregate"
"403",2005,NA,NA,7,NA,NA,0.05844451,"Aggregate"
"404",2006,"Fish Wheel","Yukon Lower Canadian",4,2,1,0.5,"Lower Mainstem"
"405",2006,"Fish Wheel","Yukon Lower Canadian",5,2,1,0.5,"Lower Mainstem"
"406",2006,"Fish Wheel","Yukon mainstem",6,1,1,1,"Middle Mainstem"
"407",2006,"Fish Wheel","Yukon Pelly",4,2,2,1,"Pelly"
"408",2006,"Fish Wheel","Yukon Stewart",4,2,1,0.5,"Stewart"
"409",2006,"Fish Wheel","Yukon Stewart",5,2,1,0.5,"Stewart"
"410",2006,"Fish Wheel","Yukon Teslin",5,3,1,0.333333333,"Teslin"
"411",2006,"Fish Wheel","Yukon Teslin",6,3,2,0.666666667,"Teslin"
"412",2006,NA,NA,4,NA,NA,0.047271382,"Aggregate"
"413",2006,NA,NA,5,NA,NA,0.51165005,"Aggregate"
"414",2006,NA,NA,6,NA,NA,0.4303972,"Aggregate"
"415",2006,NA,NA,7,NA,NA,0.0106814,"Aggregate"
"416",2007,"Fish Wheel","Yukon Carmacks",4,3,1,0.333333333,"Carmacks"
"417",2007,"Fish Wheel","Yukon Carmacks",5,3,1,0.333333333,"Carmacks"
"418",2007,"Fish Wheel","Yukon Carmacks",6,3,1,0.333333333,"Carmacks"
"419",2007,"Fish Wheel","Yukon Pelly",4,1,1,1,"Pelly"
"420",2007,"Fish Wheel","Yukon Teslin",5,1,1,1,"Teslin"
"421",2007,"Fish Wheel","Yukon White-Donjek",5,2,1,0.5,"White-Donjek"
"422",2007,"Fish Wheel","Yukon White-Donjek",7,2,1,0.5,"White-Donjek"
"423",2007,NA,NA,4,NA,NA,0.05655527,"Aggregate"
"424",2007,NA,NA,5,NA,NA,0.40102828,"Aggregate"
"425",2007,NA,NA,6,NA,NA,0.53727506,"Aggregate"
"426",2007,NA,NA,7,NA,NA,0.005141388,"Aggregate"
"427",2008,"Test Fishery","Yukon Carmacks",4,21,1,0.047619048,"Carmacks"
"428",2008,"Test Fishery","Yukon Carmacks",5,21,10,0.476190476,"Carmacks"
"429",2008,"Test Fishery","Yukon Carmacks",6,21,9,0.428571429,"Carmacks"
"430",2008,"Test Fishery","Yukon Carmacks",7,21,1,0.047619048,"Carmacks"
"431",2008,"Test Fishery","Yukon Lower Canadian",5,30,22,0.733333333,"Lower Mainstem"
"432",2008,"Test Fishery","Yukon Lower Canadian",6,30,8,0.266666667,"Lower Mainstem"
"433",2008,"Test Fishery","Yukon mainstem",4,76,2,0.026315789,"Middle Mainstem"
"434",2008,"Test Fishery","Yukon mainstem",5,76,37,0.486842105,"Middle Mainstem"
"435",2008,"Test Fishery","Yukon mainstem",6,76,34,0.447368421,"Middle Mainstem"
"436",2008,"Test Fishery","Yukon mainstem",7,76,3,0.039473684,"Middle Mainstem"
"437",2008,"Test Fishery","Yukon Pelly",5,69,43,0.623188406,"Pelly"
"438",2008,"Test Fishery","Yukon Pelly",6,69,23,0.333333333,"Pelly"
"439",2008,"Test Fishery","Yukon Pelly",7,69,3,0.043478261,"Pelly"
"440",2008,"Test Fishery","Yukon Stewart",5,14,9,0.642857143,"Stewart"
"441",2008,"Test Fishery","Yukon Stewart",6,14,5,0.357142857,"Stewart"
"442",2008,"Test Fishery","Yukon Teslin",5,51,22,0.431372549,"Teslin"
"443",2008,"Test Fishery","Yukon Teslin",6,51,22,0.431372549,"Teslin"
"444",2008,"Test Fishery","Yukon Teslin",7,51,7,0.137254902,"Teslin"
"445",2008,"Test Fishery","Yukon upper",5,1,1,1,"Upper Lakes and Mainstem"
"446",2008,"Test Fishery","Yukon White-Donjek",5,25,18,0.72,"White-Donjek"
"447",2008,"Test Fishery","Yukon White-Donjek",6,25,6,0.24,"White-Donjek"
"448",2008,"Test Fishery","Yukon White-Donjek",7,25,1,0.04,"White-Donjek"
"449",2008,NA,NA,4,NA,NA,0.026666667,"Aggregate"
"450",2008,NA,NA,5,NA,NA,0.56266667,"Aggregate"
"451",2008,NA,NA,6,NA,NA,0.36533333,"Aggregate"
"452",2008,NA,NA,7,NA,NA,0.045333333,"Aggregate"
"453",2009,"Test Fishery","Yukon Carmacks",4,99,5,0.050505051,"Carmacks"
"454",2009,"Test Fishery","Yukon Carmacks",5,99,28,0.282828283,"Carmacks"
"455",2009,"Test Fishery","Yukon Carmacks",6,99,66,0.666666667,"Carmacks"
"456",2009,"Test Fishery","Yukon Lower Canadian",4,60,4,0.066666667,"Lower Mainstem"
"457",2009,"Test Fishery","Yukon Lower Canadian",5,60,14,0.233333333,"Lower Mainstem"
"458",2009,"Test Fishery","Yukon Lower Canadian",6,60,42,0.7,"Lower Mainstem"
"459",2009,"Test Fishery","Yukon mainstem",4,11,2,0.181818182,"Middle Mainstem"
"460",2009,"Test Fishery","Yukon mainstem",5,11,6,0.545454545,"Middle Mainstem"
"461",2009,"Test Fishery","Yukon mainstem",6,11,3,0.272727273,"Middle Mainstem"
"462",2009,"Test Fishery","Yukon Pelly",4,167,14,0.083832335,"Pelly"
"463",2009,"Test Fishery","Yukon Pelly",5,167,54,0.323353293,"Pelly"
"464",2009,"Test Fishery","Yukon Pelly",6,167,99,0.592814371,"Pelly"
"465",2009,"Test Fishery","Yukon Stewart",4,52,5,0.096153846,"Stewart"
"466",2009,"Test Fishery","Yukon Stewart",5,52,20,0.384615385,"Stewart"
"467",2009,"Test Fishery","Yukon Stewart",6,52,27,0.519230769,"Stewart"
"468",2009,"Test Fishery","Yukon Teslin",4,150,13,0.086666667,"Teslin"
"469",2009,"Test Fishery","Yukon Teslin",5,150,53,0.353333333,"Teslin"
"470",2009,"Test Fishery","Yukon Teslin",6,150,84,0.56,"Teslin"
