"","population","BroodYear","R_lwr","R_med","R_upr","S_lwr","S_med","S_upr"
"225","Carmacks",2013,13.6015548439508,16.8422584245407,21.7175817326865,6.13219853552119,6.50446838904434,6.90241490217118
"226","Lower Mainstem",2013,8.461754664052,11.4887816310574,15.9554931026167,1.1517285438014,2.28232928023882,4.37474334021352
"227","Middle Mainstem",2013,13.2625104941934,15.8360888519539,20.5062477703217,5.02716561211852,5.24190071257904,5.46403518758723
"228","Pelly",2013,8.44333501045064,10.3750916942204,13.2492716814139,2.88789020762487,3.55787974562095,4.35448921264018
"229","Stewart",2013,2.69880662119219,3.53522144976226,4.61730329650871,0.318692783587147,0.421250254249463,0.559749445620767
"230","Teslin",2013,6.844261053969,8.8505777423923,12.6446330911879,8.28811658407034,9.43854227037671,10.7134965878261
"231","Upper Lakes and Mainstem",2013,4.36185488549617,5.39159222724954,7.47402065250948,2.06761591237125,2.15900474625149,2.24983473206322
"232","White-Donjek",2013,4.69279177020559,7.0317060664555,10.6995316779828,0.802515893193273,1.46775507385009,2.58633112065408
"233","Carmacks",2014,14.5007843212083,22.8241959684525,38.9195630679265,9.43338815192106,11.1413139116941,13.0715428032185
"234","Lower Mainstem",2014,6.57096011886031,11.6742136334227,25.9576470848673,1.61205362437699,2.45674404599334,3.61014966402399
"235","Middle Mainstem",2014,13.920332056871,23.4158287309973,43.781221973128,15.5756324711641,17.100614332151,18.8158274472504
"236","Pelly",2014,12.2029423260299,18.9791244842634,32.7569164159101,7.77402228268354,9.59197008707083,11.8555906955006
"237","Stewart",2014,5.55568477209377,10.2829102464617,21.7694383068098,4.30090094674937,4.78703432049524,5.34992400880362
"238","Teslin",2014,7.84999454765532,12.271208900939,21.5609696830726,5.0721170282464,5.97665950557325,7.06316395863145
"239","Upper Lakes and Mainstem",2014,4.5909037970685,8.0258539628288,15.7654012585304,6.52382104773864,7.03499026401268,7.61524814688199
"240","White-Donjek",2014,7.52947461920132,13.4835723919846,26.9587819394323,4.42961444209403,6.20057994545282,8.67440012282029
"241","Carmacks",2015,6.02730977367366,13.090982899962,34.1584070405,18.6618522096436,19.1415678506249,19.6364199047151
"242","Lower Mainstem",2015,4.42701425739103,15.6831289476022,58.4330147637301,10.9746100063953,11.8589546647169,12.869223426681
"243","Middle Mainstem",2015,7.7585666179205,21.0891094345041,59.0761735559742,17.8208446931907,18.2212793082127,18.6233629519418
"244","Pelly",2015,10.6382484086998,21.8045901353802,44.4272040210898,11.5294031170692,12.4776957066778,13.5117196120949
"245","Stewart",2015,3.04785200683599,7.94146091068922,21.1776760713953,3.73975785273222,3.91458290681568,4.10352523274112
"246","Teslin",2015,5.4736735824699,11.9794345193455,28.5985539872778,4.94902420608353,5.72704585025501,6.62615384753007
"247","Upper Lakes and Mainstem",2015,3.20895588038955,9.27777277638247,28.422347015966,4.76303252469786,4.93893932088278,5.11642352233559
"248","White-Donjek",2015,5.7630171626991,13.0566819585776,33.0157672608727,5.66281325039085,6.72663230382128,8.01434891424998
"249","Carmacks",2016,NA,NA,NA,7.83301647213531,9.96869657315884,12.6181456059617
"250","Lower Mainstem",2016,NA,NA,NA,11.3660315474712,14.5601405773221,18.5127089048784
"251","Middle Mainstem",2016,NA,NA,NA,5.68991251956704,6.05442037861516,6.44380643849638
"252","Pelly",2016,NA,NA,NA,5.3788261581775,7.96854807712856,11.605714987605
"253","Stewart",2016,NA,NA,NA,4.64511091553563,4.90746810819059,5.19322297082991
"254","Teslin",2016,NA,NA,NA,5.55856980441038,8.18572043913287,11.8032801053707
"255","Upper Lakes and Mainstem",2016,NA,NA,NA,2.81275410193583,2.95249608220105,3.10417651204567
"256","White-Donjek",2016,NA,NA,NA,6.28311910348688,9.07194706246701,12.9808251357821
"257","Carmacks",2017,NA,NA,NA,12.3282450188953,13.283535195937,14.2943485982766
"258","Lower Mainstem",2017,NA,NA,NA,10.1423421798404,10.6116394997547,11.1100129205815
"259","Middle Mainstem",2017,NA,NA,NA,7.21397345153617,7.4464906962568,7.69432931510023
"260","Pelly",2017,NA,NA,NA,7.83850772109984,8.90075352480559,10.0740659267125
"261","Stewart",2017,NA,NA,NA,3.28549950737047,3.54637944149334,3.8266503458461
"262","Teslin",2017,NA,NA,NA,11.7967238957663,12.5794852362504,13.4367274319814
"263","Upper Lakes and Mainstem",2017,NA,NA,NA,2.69458175735264,2.8009791788131,2.91122338722232
"264","White-Donjek",2017,NA,NA,NA,9.91949407159945,10.3602557536522,10.8179583545937
"265","Carmacks",2018,NA,NA,NA,9.63515354130827,11.6823149316013,14.0758735813587
"266","Lower Mainstem",2018,NA,NA,NA,10.0742712479653,10.3915063339303,10.7106185427006
"267","Middle Mainstem",2018,NA,NA,NA,10.5379274651279,11.133629145079,11.7551732233048
"268","Pelly",2018,NA,NA,NA,5.24307030222722,6.20038251197564,7.35156967273005
"269","Stewart",2018,NA,NA,NA,3.64276791838392,3.86097372349418,4.08130270229966
"270","Teslin",2018,NA,NA,NA,5.31107507912519,6.27802422307595,7.40100703789507
"271","Upper Lakes and Mainstem",2018,NA,NA,NA,2.75034465697499,3.26388600922327,3.87223947391434
"272","White-Donjek",2018,NA,NA,NA,1.93055778414999,4.57886989242331,9.45346203689541
"273","Carmacks",2019,NA,NA,NA,7.41213247702076,9.12635051036819,11.1612792660458
"274","Lower Mainstem",2019,NA,NA,NA,2.36349363886335,3.5067933903316,5.26005114554152
"275","Middle Mainstem",2019,NA,NA,NA,8.15427961908332,9.06706553899639,10.0856684898792
"276","Pelly",2019,NA,NA,NA,6.3331765776249,7.4396168470471,8.81860045666825
"277","Stewart",2019,NA,NA,NA,2.17500740101166,2.5185021804474,2.90472777917715
"278","Teslin",2019,NA,NA,NA,4.13183619256961,5.03527022687315,6.11741835779982
"279","Upper Lakes and Mainstem",2019,NA,NA,NA,3.01438146141943,3.4132047362161,3.84333532429815
"280","White-Donjek",2019,NA,NA,NA,3.35491768460324,5.11623950387562,7.73590063369375
