"rearing_temp","rearing_prcp","migration_temp","Breakup_day"
1,-0.201698906689704,0.0753929622671291,-0.218724940265299
-0.201698906689704,1,-0.116845908709117,0.210003470263944
0.0753929622671291,-0.116845908709117,1,-0.0114242623836038
-0.218724940265299,0.210003470263944,-0.0114242623836038,1
