"year","population","water_temp"
2003,"White-Donjek",14.87666
2004,"Carmacks",18.0994117647059
2004,"LowerMainstem",16.3501176470588
2004,"MiddleMainstem",18.7482727272727
2004,"Pelly",17.6191764705882
2004,"Stewart",17.7438529411765
2004,"Teslin",17.6976060606061
2004,"UpperMainstem",18.5810882352941
2004,"White-Donjek",17.3382352941176
2005,"Carmacks",17.2412941176471
2005,"LowerMainstem",17.0754411764706
2005,"MiddleMainstem",17.2059558823529
2005,"Pelly",17.1520294117647
2005,"Stewart",17.195
2005,"Teslin",17.1773970588235
2005,"UpperMainstem",16.9770757575758
2005,"White-Donjek",17.0754411764706
2006,"Carmacks",15.8581323529412
2006,"LowerMainstem",15.2155735294118
2006,"MiddleMainstem",15.8771764705882
2006,"Pelly",15.6573382352941
2006,"Stewart",14.533396988
2006,"Teslin",15.8742941176471
2006,"UpperMainstem",15.6336176470588
2006,"White-Donjek",15.8578088235294
2007,"Carmacks",18.0980688235294
2007,"LowerMainstem",16.4709620588235
2007,"MiddleMainstem",17.8283133333333
2007,"Pelly",16.5591973529412
2007,"Stewart",16.0297855882353
2007,"Teslin",17.2356679411765
2007,"UpperMainstem",17.1079954705882
2007,"White-Donjek",17.8333629411765
2008,"Carmacks",15.4264705882353
2008,"LowerMainstem",15.0882352941176
2008,"MiddleMainstem",14.8970588235294
2008,"Pelly",15.3529411764706
2008,"Stewart",14.4545454545455
2008,"Teslin",15.2205882352941
2008,"UpperMainstem",14.3235294117647
2008,"White-Donjek",15.2058823529412
2009,"Carmacks",16.6734229470588
2009,"LowerMainstem",15.7703821352941
2009,"MiddleMainstem",16.7048131294118
2009,"Pelly",16.2482725030303
2009,"Stewart",14.8529411764706
2009,"Teslin",16.4880986823529
2009,"UpperMainstem",16.5886274647059
2009,"White-Donjek",15.7703821352941
2010,"Carmacks",15.7441221
2010,"LowerMainstem",15.5527973588235
2010,"MiddleMainstem",15.7221570181818
2010,"Pelly",15.7970632764706
2010,"Stewart",15.2292679470588
2010,"Teslin",15.7529456294118
2010,"UpperMainstem",15.5509171058824
2010,"White-Donjek",15.4645620647059
2011,"Carmacks",14.4029264705882
2011,"LowerMainstem",14.2228529411765
2011,"MiddleMainstem",14.6103970588235
2011,"Pelly",14.2498181818182
2011,"Stewart",13.9857941176471
2011,"Teslin",14.3684117647059
2011,"UpperMainstem",14.6848529411765
2011,"White-Donjek",14.3684117647059
2012,"Carmacks",15.5261911764706
2012,"LowerMainstem",15.9478235294118
2012,"MiddleMainstem",15.0825441176471
2012,"Pelly",15.6965441176471
2012,"Stewart",15.7578823529412
2012,"Teslin",15.6574264705882
2012,"UpperMainstem",14.7682647058824
2012,"White-Donjek",15.6574264705882
2013,"Carmacks",16.1810757575758
2013,"LowerMainstem",15.7004117647059
2013,"MiddleMainstem",16.5599705882353
2013,"Pelly",15.9415294117647
2013,"Stewart",14.9990294117647
2013,"Teslin",15.77025
2013,"UpperMainstem",17.1563970588235
2013,"White-Donjek",15.9415294117647
2014,"Carmacks",15.9567647058824
2014,"LowerMainstem",14.5858823529412
2014,"MiddleMainstem",15.8748529411765
2014,"Pelly",15.4582352941176
2014,"Stewart",12.9527941176471
2014,"Teslin",14.9325
2014,"UpperMainstem",15.7704411764706
2014,"White-Donjek",14.1557575757576
2015,"Carmacks",17.2941176470588
2015,"LowerMainstem",16.3680882352941
2015,"MiddleMainstem",17.0029411764706
2015,"Pelly",17.1957352941176
2015,"Stewart",15.6236764705882
2015,"Teslin",17.3589705882353
2015,"UpperMainstem",16.7870588235294
2015,"White-Donjek",16.8389705882353
2016,"Carmacks",17.3338823529412
2016,"LowerMainstem",16.2573970588235
2016,"MiddleMainstem",17.7079705882353
2016,"Pelly",16.7285294117647
2016,"Stewart",15.3253235294118
2016,"Teslin",17.07075
2016,"UpperMainstem",17.1121764705882
2016,"White-Donjek",17.6228484848485
2017,"Carmacks",17.4030294117647
2017,"LowerMainstem",16.4718823529412
2017,"MiddleMainstem",17.98425
2017,"Pelly",17.1561911764706
2017,"Stewart",15.6895735294118
2017,"Teslin",16.9607941176471
2017,"UpperMainstem",18.0469696969697
2017,"White-Donjek",17.7802205882353
2018,"Carmacks",16.6418823529412
2018,"LowerMainstem",15.6342205882353
2018,"MiddleMainstem",17.0193823529412
2018,"Pelly",16.0524117647059
2018,"Stewart",15.2783823529412
2018,"Teslin",16.0118484848485
2018,"UpperMainstem",16.8962058823529
2018,"White-Donjek",15.9654117647059
2019,"Carmacks",18.8779852941176
2019,"LowerMainstem",18.0523823529412
2019,"MiddleMainstem",18.6072941176471
2019,"Pelly",18.8727205882353
2019,"Stewart",16.7519705882353
2019,"Teslin",18.8727205882353
2019,"UpperMainstem",18.2814117647059
2019,"White-Donjek",18.7033235294118
