"Population","Year","rearing_temp","rearing_prcp","WeeklyMigtemp_t0","Breakup_day","Snowpack_mean","spawning_temp","total_spawning_prcp","Winter_SST","Summer_SST","discharge","Pdischarge","Pink_total","Chum_total","Wintering_temp","winter_length","max_spawning_prcp","rearing_prcp_max","GDD5"
"Carmacks",1996,11.3773022400667,179.923827680828,16.30807816,124,169.28678356331,7.84834055159283,213.181519401895,2.00529352522485,7.16021915737557,4020,353058.823529412,267.9,115.1650486,-14.4041606431701,224.222222222222,87.590369499995,97.8010998997337,1275.34125608793
"Carmacks",1997,10.4023383380533,93.1735699407152,17.1827171333333,128,99.4545500146443,9.53381837414217,91.6810967159311,0.970644898082402,5.42421545448222,4810,448526.26824784,141.7,113.9506684,-9.94542311685726,217.555555555556,34.0457626260718,35.7108256511568,1188.86217439623
"Carmacks",1998,10.815532726,177.166168099186,16.11732,126,51.4073124510048,8.26145556394106,100.87252440001,3.27961344833834,6.85224456271687,3080,408302.715803317,223.4,133.7195502,-13.5907849035672,228.666666666667,39.6368529912057,74.2268510934158,1112.21725606723
"Carmacks",1999,9.67769956169333,283.436839548658,16.8894485483333,128,102.713798620201,9.22266778067571,116.310611704586,2.1139667378329,6.12173854095349,3970,446485.53788049,177.9,120.6152433,-10.113526813057,225.777777777778,52.2270021004187,150.271181263519,951.251058317492
"Carmacks",2000,11.2429057524333,169.191628537352,16.870102,132,73.5139258560657,7.42809665652131,293.504722188898,3.58086559724616,7.57510038648827,6150,448526.26824784,242.4,135.5352607,-9.78578008192526,225.777777777778,159.948945407557,81.8839462506365,1153.2171520034
"Carmacks",2001,9.60509442232,197.239883556338,15.402998,127,93.2883307981633,9.36334069444483,115.598093351535,2.93157277266349,8.18849586850203,6390,690500,182.8,143.1787787,-13.8130364183308,223.111111111111,44.7235391843083,100.605184019523,1081.53624955899
"Carmacks",2002,10.7053449032167,110.029225399574,15.787798,125,67.6480780510202,8.09785332423149,186.808256362386,3.11763718185655,9.17784988246678,3930,362352.941176471,290.1,131.3057068,-9.69699386271833,226,104.981509044439,45.0127470958979,1218.96434226208
"Carmacks",2003,13.2196588412667,98.3360972075193,17.3666,119,186.818241565957,7.8602750447017,112.281185555845,2.01096694951626,8.01807427406311,4450,415000,118.1,143.5614929,-12.5299191694475,213.222222222222,55.171993779273,39.7480289460542,1392.77019786834
"Carmacks",2004,10.9204953187,222.486552827494,18.2471666666667,131,140.965060625219,8.4260586183564,148.665918419995,1.83269147326138,7.03418687821011,4080,461529.411764706,228.4,130.8848695,-10.7106754423394,215,60.4236272895679,89.4340317098456,1345.14907728005
"Carmacks",2005,10.6268079048467,162.91982294105,17.6825,124,69.3908486522839,8.84132095004724,130.896086370316,0.930934010536917,8.30068897617899,4900,472705.882352941,123.4,118.1742491,-11.0535957856858,220.333333333333,70.2593262790227,61.0566292926411,1182.92523986359
"Carmacks",2006,11.16804146629,178.443099908283,16.229,125,110.011832745344,8.61238026739283,123.565560242927,1.10648982250412,6.84815793804788,4780,494588.235294118,189.7,145.4959184,-14.9369514777835,224.222222222222,69.0216367620182,83.7991991231061,1224.70851622872
"Carmacks",2007,9.18943969972,269.770459879817,19,123,106.066471826634,8.95561994802335,123.118539239147,1.36249980852583,6.96823974781566,5470,366411.764705882,155.8,131.8277851,-12.8118677645944,220.555555555556,66.107504994336,96.9434445203051,1087.965319124
"Carmacks",2008,11.6776103246333,157.623396983761,16.4,120,88.6054402629702,7.71949796343544,187.544693861679,1.75392825236782,6.87396429834554,5670,414441.176470588,214,123.904235,-14.8835964897309,223.222222222222,103.706017558802,75.6726119742733,1295.74639187962
"Carmacks",2009,11.7688568010667,154.254966136622,17.3847132285714,127,125.102420127426,9.30925831385084,172.256565595174,0.625193314172933,6.27358668538683,3990,462529.411764706,116.2,136.2527179,-9.51049126699664,218.444444444444,78.5427651447684,65.840239143766,1355.9138991088
"Carmacks",2010,10.5253275898467,237.727329442388,16.6502343666667,122,149.807380952242,9.12204361504437,161.038283882083,1.33095818533437,6.37799126474897,5070,349529.411764706,367.4,146.6062529,-13.5588112803664,221.777777777778,74.532825174535,84.0549910762897,1212.0633670803
